City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,2 Beds,3 Beds,4 Beds,4+ Beds,1 Bed,Studio
73752 Crestview Dr,Townhomes,Twentynine Palms,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,100'}]","Twentynine Palms, CA 92277",https://www.apartments.com/73752-crestview-dr-twentynine-palms-ca/7qs3e2y/,1 BA,"1,473 Sq Ft","1,473",12 Month Lease,Oct 4,,,,,"$1,100",
103 Mohr St,Townhomes,Lake Elsinore,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,500'}]","Lake Elsinore, CA 92530",https://www.apartments.com/103-mohr-st-lake-elsinore-ca/5s11vlm/,1 BA,720 Sq Ft,720,12 Month Lease,Oct 4,"$1,500",,,,,
22 Chandon,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,250'}]","Newport Beach, CA 92657",https://www.apartments.com/22-chandon-newport-beach-ca/cwknmwd/,2½ BAs,"2,400 Sq Ft","2,400",12 Month Lease,Oct 4,,"$6,250",,,,
4621 Oceanside Dr,Townhomes,Chino,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,700'}]","Chino, CA 91710",https://www.apartments.com/4621-oceanside-dr-chino-ca/r396jd3/,2 BAs,900 Sq Ft,900,12 Month Lease,Oct 4,"$1,700",,,,,
18296 Maidenhair Way,Townhomes,Yorba Linda,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,600'}]","Yorba Linda, CA 92886",https://www.apartments.com/18296-maidenhair-way-yorba-linda-ca/gmmcfdz/,3½ BAs,"1,794 Sq Ft","1,794",12 Month Lease,Oct 4,,,"$3,600",,,
85 Henson,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,300'}]","Irvine, CA 92602",https://www.apartments.com/85-henson-irvine-ca/mmmbp1j/,2 BAs,"1,533 Sq Ft","1,533",12 Month Lease,Oct 4,,"$3,300",,,,
112 La Brea St,Townhomes,Oxnard,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]","Oxnard, CA 93035",https://www.apartments.com/112-la-brea-st-oxnard-ca/j93nvw4/,2 BAs,"1,300 Sq Ft","1,300",,Available Now,"$3,500",,,,,
12173 Caminito Mira Del Mar,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]","San Diego, CA 92130",https://www.apartments.com/12173-caminito-mira-del-mar-san-diego-ca/pnp9cqv/,2½ BAs,"1,078 Sq Ft","1,078",,Available Now,"$2,900",,,,,
4865 Juneberry Ct,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]","San Diego, CA 92123",https://www.apartments.com/4865-juneberry-ct-san-diego-ca/3gzy1cd/,2½ BAs,"1,695 Sq Ft","1,695",,Available Now,"$2,750",,,,,
330 Shoemaker Ct,Townhomes,Solana Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$8,000'}]","Solana Beach, CA 92075",https://www.apartments.com/330-shoemaker-ct-solana-beach-ca/kdvw7sb/,2½ BAs,"1,400 Sq Ft","1,400",,Available Now,"$8,000",,,,,
328 Shoemaker Ct,Townhomes,Solana Beach,CA,"[{'bedroom_type': '4 Beds', 'price': '$8,000'}]","Solana Beach, CA 92075",https://www.apartments.com/328-shoemaker-ct-solana-beach-ca/kgqw4jc/,2½ BAs,"1,675 Sq Ft","1,675",,Apr 1,,,"$8,000",,,
6118 Galante Pl,Townhomes,San Diego,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,550'}]","San Diego, CA 92130",https://www.apartments.com/6118-galante-pl-san-diego-ca/fsr3t5s/,2½ BAs,"1,572 Sq Ft","1,572",,Oct 5,,,"$3,550",,,
9280 Towne Centre Dr,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]","San Diego, CA 92121",https://www.apartments.com/9280-towne-centre-dr-san-diego-ca/9s6w1r6/,2½ BAs,"1,092 Sq Ft","1,092",,Available Now,"$2,500",,,,,
11125 Taloncrest Way,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]","San Diego, CA 92121",https://www.apartments.com/11125-taloncrest-way-san-diego-ca/hfbvmx3/,2 BAs,"1,264 Sq Ft","1,264",,Available Now,"$2,750",,,,,
5386 Mt Alifan Dr,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]","San Diego, CA 92111",https://www.apartments.com/5386-mt-alifan-dr-san-diego-ca/pmy01ss/,2 BAs,"1,766 Sq Ft","1,766",,Available Now,,"$3,150",,,,
1439 Clearview Way,Townhomes,San Marcos,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,925'}]","San Marcos, CA 92078",https://www.apartments.com/1439-clearview-way-san-marcos-ca/z9pt2hz/,2 BAs,"1,442 Sq Ft","1,442",,Available Now,,"$2,925",,,,
18636 Caminito Pasadero,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]","San Diego, CA 92128",https://www.apartments.com/18636-caminito-pasadero-san-diego-ca/zxrl81z/,2 BAs,"1,140 Sq Ft","1,140",,Available Now,"$2,250",,,,,
3840 Quarter Mile Dr,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,050'}]","San Diego, CA 92130",https://www.apartments.com/3840-quarter-mile-dr-san-diego-ca/zvyq2ew/,2½ BAs,"2,068 Sq Ft","2,068",,Available Now,,"$4,050",,,,
12952 Carmel Creek Rd,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,300'}]","San Diego, CA 92130",https://www.apartments.com/12952-carmel-creek-rd-san-diego-ca/nlyhx4p/,2½ BAs,"1,432 Sq Ft","1,432",,Available Now,,"$3,300",,,,
12525 El Camino Real,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,350'}]","San Diego, CA 92130",https://www.apartments.com/12525-el-camino-real-san-diego-ca/cg8t9zg/,2½ BAs,"1,564 Sq Ft","1,564",,Available Now,,"$3,350",,,,
8116 Via Kino,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,850'}]","San Diego, CA 92122",https://www.apartments.com/8116-via-kino-san-diego-ca/rnwzr30/,2½ BAs,"1,758 Sq Ft","1,758",,Available Now,"$3,850",,,,,
8139 Via Mallorca,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,250'}]","San Diego, CA 92037",https://www.apartments.com/8139-via-mallorca-san-diego-ca/jr5jv57/,2½ BAs,"1,416 Sq Ft","1,416",,Available Now,,"$3,250",,,,
11835 Spruce Run Dr,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]","San Diego, CA 92131",https://www.apartments.com/11835-spruce-run-dr-san-diego-ca/8gdlwg3/,2 BAs,974 Sq Ft,974,,Nov 1,"$2,150",,,,,
939 Coast Blvd,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$8,950'}]","San Diego, CA 92037",https://www.apartments.com/939-coast-blvd-san-diego-ca/2tr4jlb/,2 BAs,"1,800 Sq Ft","1,800",,Feb 1,,"$8,950",,,,
551 Palm Canyon Dr,Townhomes,Borrego Springs,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]","Borrego Springs, CA 92004",https://www.apartments.com/551-palm-canyon-dr-borrego-springs-ca/5ykjx1n/,2½ BAs,"1,286 Sq Ft","1,286",,Available Now,"$2,600",,,,,
1664 Plover Ct,Townhomes,Carlsbad,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","Carlsbad, CA 92011",https://www.apartments.com/1664-plover-ct-carlsbad-ca/3fzfy3g/,2½ BAs,"1,707 Sq Ft","1,707",,Available Now,,"$3,500",,,,
6333 College Grove Way,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]","San Diego, CA 92115",https://www.apartments.com/6333-college-grove-way-san-diego-ca/0hc7xj3/,1½ BAs,"1,000 Sq Ft","1,000",,Available Now,"$2,200",,,,,
4465 Vision Dr,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]","San Diego, CA 92121",https://www.apartments.com/4465-vision-dr-san-diego-ca/h5j27k2/,2½ BAs,"1,148 Sq Ft","1,148",,Available Now,"$2,500",,,,,
1450 Santa Diana Rd,Townhomes,Chula Vista,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,200'}]","Chula Vista, CA 91913",https://www.apartments.com/1450-santa-diana-rd-chula-vista-ca/6c59kjt/,2½ BAs,"1,928 Sq Ft","1,928",,Available Now,,,"$3,200",,,
441 Almond Rd,Townhomes,San Marcos,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]","San Marcos, CA 92078",https://www.apartments.com/441-almond-rd-san-marcos-ca/04bx2f0/,3 BAs,"1,300 Sq Ft","1,300",,Available Now,,"$2,750",,,,
164 N Shore Dr,Townhomes,Solana Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]","Solana Beach, CA 92075",https://www.apartments.com/164-n-shore-dr-solana-beach-ca/wqpkmnl/,2½ BAs,"1,564 Sq Ft","1,564",,Available Now,,"$4,000",,,,
235 Marquette Ave,Townhomes,San Marcos,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,395'}]","San Marcos, CA 92078",https://www.apartments.com/235-marquette-ave-san-marcos-ca/gsb3dew/,2½ BAs,"1,438 Sq Ft","1,438",,Available Now,"$2,395",,,,,
3550 Caminito El Rincon,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]","San Diego, CA 92130",https://www.apartments.com/3550-caminito-el-rincon-san-diego-ca/t1teblc/,2 BAs,944 Sq Ft,944,,Available Now,"$2,250",,,,,
4156 Third Ave,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$5,000'}]","San Diego, CA 92103",https://www.apartments.com/4156-third-ave-san-diego-ca/v334w1e/,2½ BAs,"1,586 Sq Ft","1,586",,Available Now,"$5,000",,,,,
930 Via Mil Cumbres Via,Townhomes,Solana Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,995'}]","Solana Beach, CA 92075",https://www.apartments.com/930-via-mil-cumbres-solana-beach-ca/9z4s7r5/,2 BAs,"1,263 Sq Ft","1,263",,Available Now,"$2,995",,,,,
4125 Porte De Merano,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,895'}]","San Diego, CA 92122",https://www.apartments.com/4125-porte-de-merano-san-diego-ca/yw93k6r/,2 BAs,"1,322 Sq Ft","1,322",,Available Now,,"$2,895",,,,
1060 America Way,Townhomes,Del Mar,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,900'}]","Del Mar, CA 92014",https://www.apartments.com/1060-america-way-del-mar-ca/l087czg/,2½ BAs,"1,700 Sq Ft","1,700",,Available Now,"$4,900",,,,,
8121 El Paseo Grande,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,250'}]","San Diego, CA 92037",https://www.apartments.com/8121-el-paseo-grande-san-diego-ca/7nylf8w/,2½ BAs,"2,106 Sq Ft","2,106",,Available Now,,"$5,250",,,,
10278 Wateridge Cir,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]","San Diego, CA 92121",https://www.apartments.com/10278-wateridge-cir-san-diego-ca/v6hljqd/,2½ BAs,"1,390 Sq Ft","1,390",,Available Now,,"$2,950",,,,
16907 New Rochelle Way,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,850'}]","San Diego, CA 92127",https://www.apartments.com/16907-new-rochelle-way-san-diego-ca/6jg2b8t/,2½ BAs,"1,484 Sq Ft","1,484",,Available Now,,"$2,850",,,,
14654 Via Fiesta,Townhomes,San Diego,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,700'}]","San Diego, CA 92127",https://www.apartments.com/14654-via-fiesta-san-diego-ca/m0cv1ml/,2½ BAs,"1,827 Sq Ft","1,827",,Nov 7,,,"$3,700",,,
2923 Sandy Pointe,Townhomes,Del Mar,CA,"[{'bedroom_type': '3 Beds', 'price': '$7,500'}]","Del Mar, CA 92014",https://www.apartments.com/2923-sandy-pointe-del-mar-ca/88745p1/,3 BAs,"1,725 Sq Ft","1,725",,Available Now,,"$7,500",,,,
1443 Locust St,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,995'}]","San Diego, CA 92106",https://www.apartments.com/1443-locust-st-san-diego-ca/6r983ps/,2½ BAs,"1,650 Sq Ft","1,650",,Nov 1,"$3,995",,,,,
307 Shoemaker Ln,Townhomes,Solana Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,325'}]","Solana Beach, CA 92075",https://www.apartments.com/307-shoemaker-ln-solana-beach-ca/fdnm7ct/,2½ BAs,"1,364 Sq Ft","1,364",,Available Now,"$4,325",,,,,
425 S Meadowbrook Dr,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]","San Diego, CA 92114",https://www.apartments.com/425-s-meadowbrook-dr-san-diego-ca/sybv6j4/,2½ BAs,"1,452 Sq Ft","1,452",,Available Now,,"$2,500",,,,
3285 Ocean Front Walk,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]","San Diego, CA 92109",https://www.apartments.com/3285-ocean-front-walk-san-diego-ca/shz7hp7/,2½ BAs,"1,308 Sq Ft","1,308",,Available Now,"$5,500",,,,,
302 Prospect St,Townhomes,San Diego,CA,"[{'bedroom_type': '4 Beds', 'price': '$7,000'}]","San Diego, CA 92037",https://www.apartments.com/302-prospect-st-san-diego-ca/mtblwvj/,2½ BAs,"2,487 Sq Ft","2,487",,Available Now,,,"$7,000",,,
16915 Hutchins Landing,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,995'}]","San Diego, CA 92127",https://www.apartments.com/16915-hutchins-landing-san-diego-ca/bwznwvc/,3½ BAs,"1,455 Sq Ft","1,455",,Available Now,,"$2,995",,,,
11929 Miro Cir,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]","San Diego, CA 92131",https://www.apartments.com/11929-miro-cir-san-diego-ca/frbc9ps/,2 BAs,"1,134 Sq Ft","1,134",,Available Now,"$2,800",,,,,
3674 Carmel View Rd,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]","San Diego, CA 92130",https://www.apartments.com/3674-carmel-view-rd-san-diego-ca/fkpt05t/,2½ BAs,"1,415 Sq Ft","1,415",,Available Now,,"$3,100",,,,
3281 Old Bridgeport Way,Townhomes,San Diego,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,975'}]","San Diego, CA 92111",https://www.apartments.com/3281-old-bridgeport-way-san-diego-ca/2z68zsc/,2½ BAs,"1,468 Sq Ft","1,468",,Available Now,,"$2,975",,,,
303 Coast Blvd,Townhomes,San Diego,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,200'}]","San Diego, CA 92037",https://www.apartments.com/303-coast-blvd-san-diego-ca/84r6qk2/,2½ BAs,"1,000 Sq Ft","1,000",,Available Now,"$4,200",,,,,
503 Hummingbird Ln,Townhomes,Imperial Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]","Imperial Beach, CA 91932",https://www.apartments.com/503-hummingbird-ln-imperial-beach-ca/31fqbcg/,2½ BAs,"1,172 Sq Ft","1,172",,Available Now,"$3,200",,,,,
2601 Nuestra Castillo Ct,Townhomes,San Jose,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,146'}]","San Jose, CA 95127",https://www.apartments.com/2601-nuestra-castillo-ct-san-jose-ca/v0n1zse/,1 BA,,,12 Month Lease,Available Now,,,,,"$2,146",
225 S Western Ave,Townhomes,Anaheim,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,441'}]","Anaheim, CA 92804",https://www.apartments.com/225-s-western-ave-anaheim-ca/9vce647/,1 BA,580 Sq Ft,580,,Available Now,,,,,"$1,441",
21424 S Marks Ave,Townhomes,Riverdale,CA,"[{'bedroom_type': '1 Bed', 'price': '$734'}]","Riverdale, CA 93656",https://www.apartments.com/21424-s-marks-ave-riverdale-ca/0mc7db0/,1 BA,,,12 Month Lease,Available Now,,,,,$734,
1391 E Sumner Ave,Townhomes,Fowler,CA,"[{'bedroom_type': '1 Bed', 'price': '$782'}]","Fowler, CA 93625",https://www.apartments.com/1391-e-sumner-ave-fowler-ca/73mtl6w/,1 BA,,,12 Month Lease,Available Now,,,,,$782,
640 S Zediker Ave,Townhomes,Parlier,CA,"[{'bedroom_type': '1 Bed', 'price': '$755'}]","Parlier, CA 93648",https://www.apartments.com/640-s-zediker-ave-parlier-ca/xce78gm/,1 BA,,,12 Month Lease,Available Now,,,,,$755,
111 Sale Ln,Townhomes,Red Bluff,CA,"[{'bedroom_type': '1 Bed', 'price': '$880'}]","Red Bluff, CA 96080",https://www.apartments.com/111-sale-ln-red-bluff-ca/n3e0vcp/,1 BA,,,12 Month Lease,Available Now,,,,,$880,
110 Water St,Townhomes,McCloud,CA,"[{'bedroom_type': '1 Bed', 'price': '$734'}]","McCloud, CA 96057",https://www.apartments.com/110-water-st-mccloud-ca/1wkvgf6/,1 BA,,,12 Month Lease,Available Now,,,,,$734,
51950 Tyler St,Townhomes,Coachella,CA,"[{'bedroom_type': '1 Bed', 'price': '$954'}]","Coachella, CA 92236",https://www.apartments.com/51950-tyler-st-coachella-ca/hqzh4d1/,1 BA,,,12 Month Lease,Available Now,,,,,$954,
2600 Red Bud Ln,Townhomes,Anderson,CA,"[{'bedroom_type': '1 Bed', 'price': '$719'}]","Anderson, CA 96007",https://www.apartments.com/2600-red-bud-ln-anderson-ca/3qysw7g/,1 BA,,,12 Month Lease,Available Now,,,,,$719,
91 Ave 66,Townhomes,Other,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,062'}]","Other, CA 92274",https://www.apartments.com/91-ave-66-other-ca/2t92jsb/,1 BA,,,12 Month Lease,Available Now,,,,,"$1,062",
9565 Flores Dr,Townhomes,San Joaquin,CA,"[{'bedroom_type': '1 Bed', 'price': '$864'}]","San Joaquin, CA 93660",https://www.apartments.com/9565-flores-dr-san-joaquin-ca/8qw8461/,1 BA,,,12 Month Lease,Available Now,,,,,$864,
61451 Verbena Rd,Townhomes,Joshua Tree,CA,"[{'bedroom_type': '1 Bed', 'price': '$829'}]","Joshua Tree, CA 92252",https://www.apartments.com/61451-verbena-rd-joshua-tree-ca/pcgphft/,1 BA,,,12 Month Lease,Available Now,,,,,$829,
1639 Rockwood Ave,Townhomes,Calexico,CA,"[{'bedroom_type': '1 Bed', 'price': '$698'}]","Calexico, CA 92231",https://www.apartments.com/1639-rockwood-ave-calexico-ca/6816lbv/,1 BA,,,12 Month Lease,Available Now,,,,,$698,
1799 State Hwy 20,Townhomes,Colusa,CA,"[{'bedroom_type': '1 Bed', 'price': '$890'}]","Colusa, CA 95932",https://www.apartments.com/1799-state-hwy-20-colusa-ca/3cbq5fd/,1 BA,,,12 Month Lease,Available Now,,,,,$890,
11059 State St,Townhomes,Columbia,CA,"[{'bedroom_type': '1 Bed', 'price': '$759'}]","Columbia, CA 95310",https://www.apartments.com/11059-state-st-columbia-ca/3ekq3yf/,1 BA,,,12 Month Lease,Available Now,,,,,$759,
2026 Barbara St,Townhomes,Selma,CA,"[{'bedroom_type': '1 Bed', 'price': '$854'}]","Selma, CA 93662",https://www.apartments.com/2026-barbara-st-selma-ca/kvgkheb/,1 BA,,,12 Month Lease,Available Now,,,,,$854,
2425 Shady Ln,Townhomes,Anderson,CA,"[{'bedroom_type': '1 Bed', 'price': '$764'}]","Anderson, CA 96007",https://www.apartments.com/2425-shady-ln-anderson-ca/1ytvey7/,1 BA,,,12 Month Lease,Available Now,,,,,$764,
550 S Broadway,Townhomes,Blythe,CA,"[{'bedroom_type': '1 Bed', 'price': '$645'}]","Blythe, CA 92225",https://www.apartments.com/550-s-broadway-blythe-ca/6en6pkr/,1 BA,,,12 Month Lease,Available Now,,,,,$645,
1565 Fair Oaks Dr,Townhomes,Anderson,CA,"[{'bedroom_type': '1 Bed', 'price': '$707'}]","Anderson, CA 96007",https://www.apartments.com/1565-fair-oaks-dr-anderson-ca/sys3em7/,1 BA,,,12 Month Lease,Available Now,,,,,$707,
1423 Reasor Rd,Townhomes,McKinleyville,CA,"[{'bedroom_type': '1 Bed', 'price': '$718'}]","McKinleyville, CA 95519",https://www.apartments.com/1423-reasor-rd-mckinleyville-ca/q5meyry/,1 BA,,,12 Month Lease,Available Now,,,,,$718,
73747 Raymond Way,Townhomes,Twentynine Palms,CA,"[{'bedroom_type': '1 Bed', 'price': '$653'}]","Twentynine Palms, CA 92277",https://www.apartments.com/73747-raymond-way-twentynine-palms-ca/pgzpmfs/,1 BA,,,12 Month Lease,Available Now,,,,,$653,
11190 Mesquite Ave,Townhomes,Desert Hot Springs,CA,"[{'bedroom_type': '1 Bed', 'price': '$565'}]","Desert Hot Springs, CA 92240",https://www.apartments.com/11190-mesquite-ave-desert-hot-springs-ca/rcbpx32/,1 BA,,,12 Month Lease,Available Now,,,,,$565,
333 E St,Townhomes,Eureka,CA,"[{'bedroom_type': '1 Bed', 'price': '$718'}]","Eureka, CA 95501",https://www.apartments.com/333-e-st-eureka-ca/2s52kjc/,1 BA,,,12 Month Lease,Available Now,,,,,$718,
3000 Augusta St,Townhomes,San Luis Obispo,CA,"[{'bedroom_type': '1 Bed', 'price': '$936'}]","San Luis Obispo, CA 93401",https://www.apartments.com/3000-augusta-st-san-luis-obispo-ca/60yg6tv/,1 BA,,,12 Month Lease,Available Now,,,,,$936,
1120 Peninsula St,Townhomes,Ventura,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,100'}]","Ventura, CA 93001",https://www.apartments.com/1120-peninsula-st-ventura-ca/e2dsfwn/,1 BA,"1,250 Sq Ft","1,250",,Nov 1,"$3,100",,,,,
719 Modern Ice Dr,Townhomes,San Jose,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,300'}]","San Jose, CA 95112",https://www.apartments.com/719-modern-ice-dr-san-jose-ca/1sbmn76/,2½ BAs,"1,330 Sq Ft","1,330",,Available Now,,"$3,300",,,,
2603 Ithaca Lane,Townhomes,Antioch,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]","Antioch, CA 94509",https://www.apartments.com/2603-ithaca-lane-antioch-ca/41y8sdl/,1½ BAs,"1,152 Sq Ft","1,152",,Available Now,"$2,200",,,,,
2753 Longshores Dr,Townhomes,Hayward,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,895'}]","Hayward, CA 94545",https://www.apartments.com/2753-longshores-dr-hayward-ca/7ldg48x/,2½ BAs,"1,604 Sq Ft","1,604",,Available Now,"$2,895",,,,,
5301 Columbia Ave,Townhomes,Richmond,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,895'}]","Richmond, CA 94804",https://www.apartments.com/5301-columbia-ave-richmond-ca/qj6z6mw/,1 BA,782 Sq Ft,782,,Available Now,"$1,895",,,,,
863 Oceo Cir N,Townhomes,Palm Springs,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]","Palm Springs, CA 92264",https://www.apartments.com/863-oceo-cir-n-palm-springs-ca/2jdwnbb/,3 BAs,"1,781 Sq Ft","1,781",,Available Now,,"$6,500",,,,
8086 Ensenada Dr,Townhomes,Pleasanton,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]","Pleasanton, CA 94588",https://www.apartments.com/8086-ensenada-dr-pleasanton-ca/05k01w2/,1 BA,898 Sq Ft,898,,Available Now,"$2,150",,,,,
1140 Spring Valley Common,Townhomes,Livermore,CA,"[{'bedroom_type': '4 Beds', 'price': '$2,750'}]","Livermore, CA 94551",https://www.apartments.com/1140-spring-valley-common-livermore-ca/fv9gm7s/,2½ BAs,"1,344 Sq Ft","1,344",,Available Now,,,"$2,750",,,
5529 Esprit Way,Townhomes,Dublin,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]","Dublin, CA 94568",https://www.apartments.com/5529-esprit-way-dublin-ca/tq5e5qc/,2½ BAs,"1,598 Sq Ft","1,598",,Available Now,,"$3,200",,,,
794 Country Club Dr,Townhomes,Moraga,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]","Moraga, CA 94556",https://www.apartments.com/794-country-club-dr-moraga-ca/h0qecf2/,2½ BAs,"1,743 Sq Ft","1,743",,Available Now,"$3,800",,,,,
