"
												1 Bed
														–
3 Beds										",1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
,"$1,899","$1,899","$2,599",,"[{'bedroom_type': '1 Bed', 'price': '$1,899'}, {'bedroom_type': '2 Beds', 'price': '$1,899'}, {'bedroom_type': '3 Beds', 'price': '$2,599'}]",Carlsbad,"3147-3149 Jefferson St, Carlsbad, CA 92008",Carlsbad Village Apartment Homes,https://www.apartments.com/carlsbad-village-apartment-homes-carlsbad-ca/gt015dx/,CA,,Apartment,92008
,"$1,886","$2,451",,,"[{'bedroom_type': 'Studio', 'price': '$1,669'}, {'bedroom_type': '1 Bed', 'price': '$1,886'}, {'bedroom_type': '2 Beds', 'price': '$2,451'}]",Los Angeles,"501 S New Hampshire Ave, Los Angeles, CA 90020",Hampshire Place,https://www.apartments.com/hampshire-place-los-angeles-ca/dr58z7k/,CA,"$1,669",Apartment,90020
,"$1,846","$2,277",,,"[{'bedroom_type': 'Studio', 'price': '$1,989'}, {'bedroom_type': '1 Bed', 'price': '$1,846'}, {'bedroom_type': '2 Beds', 'price': '$2,277'}]",San Diego,"8798 Spectrum Center Blvd, San Diego, CA 92123",Domain Apartments,https://www.apartments.com/domain-apartments-san-diego-ca/m2hvg0h/,CA,"$1,989",Apartment,92123
,"$1,550","$1,900",,,"[{'bedroom_type': '1 Bed', 'price': '$1,550'}, {'bedroom_type': '2 Beds', 'price': '$1,900'}]",San Marcos,"250 Knoll Rd, San Marcos, CA 92069",WINDSOR MANOR I,https://www.apartments.com/windsor-manor-i-san-marcos-ca/k7h7clb/,CA,,Apartment,92069
,"$1,562","$1,976","$2,305",,"[{'bedroom_type': '1 Bed', 'price': '$1,562'}, {'bedroom_type': '2 Beds', 'price': '$1,976'}, {'bedroom_type': '3 Beds', 'price': '$2,305'}]",Sacramento,"4800 Kokomo Dr, Sacramento, CA 95835",Homecoming At Creekside,https://www.apartments.com/homecoming-at-creekside-sacramento-ca/kf9qhjc/,CA,,Apartment,95835
,"$1,800","$2,049","$2,400",,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}, {'bedroom_type': '2 Beds', 'price': '$2,049'}, {'bedroom_type': '3 Beds', 'price': '$2,400'}]",Rohnert Park,"181-187 Avram Ave, Rohnert Park, CA 94928",Traverse,https://www.apartments.com/traverse-rohnert-park-ca/406cd4h/,CA,,Apartment,94928
,"$2,125","$2,407",,,"[{'bedroom_type': '1 Bed', 'price': '$2,125'}, {'bedroom_type': '2 Beds', 'price': '$2,407'}]",Hayward,"816-822 W A St, Hayward, CA 94541",Mosaic Hayward,https://www.apartments.com/mosaic-hayward-hayward-ca/mkqydgk/,CA,,Apartment,94541
,,"$2,100","$2,725",,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}, {'bedroom_type': '3 Beds', 'price': '$2,725'}]",Santa Rosa,"3731 Sonoma Ave, Santa Rosa, CA 95405",Edge at Howarth Park,https://www.apartments.com/edge-at-howarth-park-santa-rosa-ca/tp21e2c/,CA,,Apartment,95405
,"$1,438","$1,531","$1,867",,"[{'bedroom_type': '1 Bed', 'price': '$1,438'}, {'bedroom_type': '2 Beds', 'price': '$1,531'}, {'bedroom_type': '3 Beds', 'price': '$1,867'}]",Roseville,"5 Marcia Way, Roseville, CA 95747",Allegria,https://www.apartments.com/allegria-roseville-ca/gb43qsz/,CA,,Apartment,95747
,"$1,930","$2,090","$2,405",,"[{'bedroom_type': '1 Bed', 'price': '$1,930'}, {'bedroom_type': '2 Beds', 'price': '$2,090'}, {'bedroom_type': '3 Beds', 'price': '$2,405'}]",Santa Clarita,"27105 Silver Oak Ln, Santa Clarita, CA 91387",The Oaks,https://www.apartments.com/the-oaks-santa-clarita-ca/j3qt204/,CA,,Apartment,91387
,,"$2,073",,,"[{'bedroom_type': '2 Beds', 'price': '$2,073'}]",Orange,"501 E Katella Ave, Orange, CA 92867",Foxborough,https://www.apartments.com/foxborough-orange-ca/33xz1xf/,CA,,Apartment,92867
,"$4,526","$3,799","$6,164",,"[{'bedroom_type': '1 Bed', 'price': '$4,526'}, {'bedroom_type': '2 Beds', 'price': '$3,799'}, {'bedroom_type': '3 Beds', 'price': '$6,164'}]",San Jose,"3003 Olin Ave, San Jose, CA 95128",Levare,https://www.apartments.com/levare-san-jose-ca/mspmc1j/,CA,,Apartment,95128
,"$2,237","$2,716","$3,443",,"[{'bedroom_type': '1 Bed', 'price': '$2,237'}, {'bedroom_type': '2 Beds', 'price': '$2,716'}, {'bedroom_type': '3 Beds', 'price': '$3,443'}]",Dublin,"5095 Haven Pl, Dublin, CA 94568",Fountains at Emerald Park,https://www.apartments.com/fountains-at-emerald-park-dublin-ca/jemgh65/,CA,,Apartment,94568
,"$1,975","$2,465","$3,295",,"[{'bedroom_type': '1 Bed', 'price': '$1,975'}, {'bedroom_type': '2 Beds', 'price': '$2,465'}, {'bedroom_type': '3 Beds', 'price': '$3,295'}]",Santa Ana,"100 E MacArthur Blvd, Santa Ana, CA 92707",The Marke Apartment Community,https://www.apartments.com/the-marke-apartment-community-santa-ana-ca/vrvgmdg/,CA,,Apartment,92707
,"$1,865","$2,400",,,"[{'bedroom_type': '1 Bed', 'price': '$1,865'}, {'bedroom_type': '2 Beds', 'price': '$2,400'}]",Dana Point,"32400-32478 Crown Valley Pky, Dana Point, CA 92629",Marea,https://www.apartments.com/marea-dana-point-ca/y7rgksr/,CA,,Apartment,92629
,"$1,745","$1,885","$2,865",,"[{'bedroom_type': '1 Bed', 'price': '$1,745'}, {'bedroom_type': '2 Beds', 'price': '$1,885'}, {'bedroom_type': '3 Beds', 'price': '$2,865'}]",Upland,"250 N College Park Dr, Upland, CA 91786",College Park Apartment Homes,https://www.apartments.com/college-park-apartment-homes-upland-ca/g440fsy/,CA,,Apartment,91786
,"$1,504","$1,510",,,"[{'bedroom_type': '1 Bed', 'price': '$1,504'}, {'bedroom_type': '2 Beds', 'price': '$1,510'}]",Modesto,"3055 Floyd Ave, Modesto, CA 95355",Brooks Landing,https://www.apartments.com/brooks-landing-modesto-ca/kyxy64b/,CA,,Apartment,95355
,"$3,400","$3,900",,,"[{'bedroom_type': 'Studio', 'price': '$2,910'}, {'bedroom_type': '1 Bed', 'price': '$3,400'}, {'bedroom_type': '2 Beds', 'price': '$3,900'}]",Sunnyvale,"1101 N Fair Oaks Ave, Sunnyvale, CA 94089",Anton 1101 Apartments,https://www.apartments.com/anton-1101-apartments-sunnyvale-ca/4drq74j/,CA,"$2,910",Apartment,94089
,"$1,192","$1,426","$1,930",,"[{'bedroom_type': '1 Bed', 'price': '$1,192'}, {'bedroom_type': '2 Beds', 'price': '$1,426'}, {'bedroom_type': '3 Beds', 'price': '$1,930'}]",Sacramento,"200 Bicentennial Cir, Sacramento, CA 95826",Phoenix Sacramento,https://www.apartments.com/phoenix-sacramento-sacramento-ca/rw24vv1/,CA,,Apartment,95826
,"$2,035","$2,210",,,"[{'bedroom_type': 'Studio', 'price': '$1,689'}, {'bedroom_type': '1 Bed', 'price': '$2,035'}, {'bedroom_type': '2 Beds', 'price': '$2,210'}]",Costa Mesa,"3400 Avenue of the Arts, Costa Mesa, CA 92626",3400 Avenue of the Arts,https://www.apartments.com/3400-avenue-of-the-arts-costa-mesa-ca/khp22pb/,CA,"$1,689",Apartment,92626
,"$2,767","$3,312",,,"[{'bedroom_type': '1 Bed', 'price': '$2,767'}, {'bedroom_type': '2 Beds', 'price': '$3,312'}]",Redwood City,"850 Davit Ln, Redwood City, CA 94065",Riva Terra Apartments at Redwood Shores,https://www.apartments.com/riva-terra-apartments-at-redwood-shores-redwood-city-ca/zqcdrtw/,CA,,Apartment,94065
,"$1,893","$2,080",,,"[{'bedroom_type': '1 Bed', 'price': '$1,893'}, {'bedroom_type': '2 Beds', 'price': '$2,080'}]",Poway,"13546 Hilleary Pl, Poway, CA 92064",Willow Creek,https://www.apartments.com/willow-creek-poway-ca/xtr6eeq/,CA,,Apartment,92064
,"$1,705","$1,925","$2,171",,"[{'bedroom_type': '1 Bed', 'price': '$1,705'}, {'bedroom_type': '2 Beds', 'price': '$1,925'}, {'bedroom_type': '3 Beds', 'price': '$2,171'}]",Santa Clarita,"18005 W Annes Cir, Santa Clarita, CA 91387",River Ranch Townhomes & Apartments,https://www.apartments.com/river-ranch-townhomes-apartments-santa-clarita-ca/gp59qyy/,CA,,Apartment,91387
,"$2,205","$3,070","$4,110",,"[{'bedroom_type': 'Studio', 'price': '$1,789'}, {'bedroom_type': '1 Bed', 'price': '$2,205'}, {'bedroom_type': '2 Beds', 'price': '$3,070'}, {'bedroom_type': '3 Beds', 'price': '$4,110'}]",Los Angeles,"550 S Main St, Los Angeles, CA 90013",Topaz,https://www.apartments.com/topaz-los-angeles-ca/be62jc9/,CA,"$1,789",Apartment,90013
,"$1,600","$1,735",,,"[{'bedroom_type': '1 Bed', 'price': '$1,600'}, {'bedroom_type': '2 Beds', 'price': '$1,735'}]",Rancho Cucamonga,"8950 Arrow Route Rt, Rancho Cucamonga, CA 91730",Vineyard Village,https://www.apartments.com/vineyard-village-rancho-cucamonga-ca/pe78q7s/,CA,,Apartment,91730
,"$2,740","$3,242","$5,067",,"[{'bedroom_type': 'Studio', 'price': '$2,801'}, {'bedroom_type': '1 Bed', 'price': '$2,740'}, {'bedroom_type': '2 Beds', 'price': '$3,242'}, {'bedroom_type': '3 Beds', 'price': '$5,067'}]",Marina Del Rey,"13900 Panay Way, Marina Del Rey, CA 90292",Dolphin Marina Apartments,https://www.apartments.com/dolphin-marina-apartments-marina-del-rey-ca/f4753vv/,CA,"$2,801",Apartment,90292
,"$1,785","$2,690",,,"[{'bedroom_type': 'Studio', 'price': '$1,640'}, {'bedroom_type': '1 Bed', 'price': '$1,785'}, {'bedroom_type': '2 Beds', 'price': '$2,690'}]",Seal Beach,"333 1st St, Seal Beach, CA 90740",eaves Seal Beach,https://www.apartments.com/eaves-seal-beach-seal-beach-ca/thfs629/,CA,"$1,640",Apartment,90740
,"$1,714","$2,098",,,"[{'bedroom_type': '1 Bed', 'price': '$1,714'}, {'bedroom_type': '2 Beds', 'price': '$2,098'}]",Mission Viejo,"21622 Marguerite Pky, Mission Viejo, CA 92692",Vista Del Lago,https://www.apartments.com/vista-del-lago-mission-viejo-ca/5735v6p/,CA,,Apartment,92692
,"$1,878","$2,196",,,"[{'bedroom_type': 'Studio', 'price': '$2,146'}, {'bedroom_type': '1 Bed', 'price': '$1,878'}, {'bedroom_type': '2 Beds', 'price': '$2,196'}]",Orange,"3099 W Chapman Ave, Orange, CA 92868",Allure,https://www.apartments.com/allure-orange-ca/0w52hs1/,CA,"$2,146",Apartment,92868
,"$2,135","$2,373",,,"[{'bedroom_type': '1 Bed', 'price': '$2,135'}, {'bedroom_type': '2 Beds', 'price': '$2,373'}]",Pleasanton,"3992 Stoneridge Dr, Pleasanton, CA 94588",IMT Pleasanton,https://www.apartments.com/imt-pleasanton-pleasanton-ca/bltdbkc/,CA,,Apartment,94588
,"$1,691","$1,971",,,"[{'bedroom_type': 'Studio', 'price': '$1,646'}, {'bedroom_type': '1 Bed', 'price': '$1,691'}, {'bedroom_type': '2 Beds', 'price': '$1,971'}]",Orange,"200 City Blvd W, Orange, CA 92868",The Terrace Apartments,https://www.apartments.com/the-terrace-apartments-orange-ca/g1c1p6x/,CA,"$1,646",Apartment,92868
,"$2,671","$3,135","$4,870","$4,970","[{'bedroom_type': '1 Bed', 'price': '$2,671'}, {'bedroom_type': '2 Beds', 'price': '$3,135'}, {'bedroom_type': '3 Beds', 'price': '$4,870'}, {'bedroom_type': '4 Beds', 'price': '$4,970'}]",San Jose,"377 Santana Row, San Jose, CA 95128",Santana Heights,https://www.apartments.com/santana-heights-san-jose-ca/8s4byt3/,CA,,Apartment,95128
,"$1,996","$2,276","$3,279",,"[{'bedroom_type': 'Studio', 'price': '$1,846'}, {'bedroom_type': '1 Bed', 'price': '$1,996'}, {'bedroom_type': '2 Beds', 'price': '$2,276'}, {'bedroom_type': '3 Beds', 'price': '$3,279'}]",Costa Mesa,"2775 Mesa Verde Dr E, Costa Mesa, CA 92626",27 Seventy Five Mesa Verde,https://www.apartments.com/27-seventy-five-mesa-verde-costa-mesa-ca/xfs7dvq/,CA,"$1,846",Apartment,92626
