Actual,Predicted,Deviation
" $950,000 "," $956,572 "," $6,572 "
" $444,900 "," $451,950 "," $7,050 "
" $535,000 "," $542,281 "," $7,281 "
" $214,000 "," $222,058 "," $8,058 "
" $698,500 "," $705,598 "," $7,098 "
" $375,000 "," $382,916 "," $7,916 "
" $3,880,000 "," $3,885,345 "," $5,345 "
" $2,845,000 "," $2,851,135 "," $6,135 "
" $2,175,000 "," $2,182,059 "," $7,059 "
" $2,070,000 "," $2,075,866 "," $5,866 "
" $1,999,000 "," $2,005,449 "," $6,449 "
" $1,350,000 "," $1,356,965 "," $6,965 "
" $999,000 "," $1,005,980 "," $6,980 "
" $989,000 "," $995,502 "," $6,502 "
" $849,999 "," $857,368 "," $7,369 "
" $668,000 "," $674,908 "," $6,908 "
" $659,000 "," $667,035 "," $8,035 "
" $649,900 "," $657,263 "," $7,363 "
" $475,000 "," $481,935 "," $6,935 "
" $475,000 "," $482,114 "," $7,114 "
" $648,000 "," $655,226 "," $7,226 "
" $489,000 "," $496,224 "," $7,224 "
" $750,000 "," $757,280 "," $7,280 "
" $609,000 "," $616,108 "," $7,108 "
" $319,900 "," $327,742 "," $7,842 "
" $410,000 "," $417,635 "," $7,635 "
" $725,000 "," $731,773 "," $6,773 "
" $669,000 "," $675,700 "," $6,700 "
" $549,000 "," $556,700 "," $7,700 "
" $529,000 "," $536,271 "," $7,271 "
" $525,000 "," $532,179 "," $7,179 "
" $221,000 "," $228,456 "," $7,456 "
" $1,690,000 "," $1,695,595 "," $5,595 "
" $1,258,000 "," $1,265,253 "," $7,253 "
" $579,900 "," $587,408 "," $7,508 "
" $435,000 "," $442,423 "," $7,423 "
" $799,000 "," $805,539 "," $6,539 "
" $263,000 "," $270,518 "," $7,518 "
" $3,599,000 "," $3,605,019 "," $6,019 "
" $1,249,000 "," $1,257,166 "," $8,166 "
" $667,900 "," $675,245 "," $7,345 "
" $284,900 "," $292,373 "," $7,473 "
" $278,000 "," $285,682 "," $7,682 "
" $190,000 "," $197,816 "," $7,816 "
" $174,990 "," $182,661 "," $7,671 "
" $5,495,000 "," $5,500,556 "," $5,556 "
" $3,995,000 "," $4,002,483 "," $7,483 "
" $3,150,000 "," $3,157,038 "," $7,038 "
" $2,395,000 "," $2,400,990 "," $5,990 "
" $1,749,000 "," $1,754,634 "," $5,634 "
" $1,499,900 "," $1,506,734 "," $6,834 "
" $1,499,900 "," $1,506,734 "," $6,834 "
" $1,275,000 "," $1,281,237 "," $6,237 "
" $1,095,000 "," $1,102,450 "," $7,450 "
" $685,888 "," $692,900 "," $7,012 "
" $669,000 "," $676,204 "," $7,204 "
" $595,000 "," $602,001 "," $7,001 "
" $130,000 "," $137,743 "," $7,743 "
" $85,000 "," $93,162 "," $8,162 "
" $3,598,000 "," $3,603,995 "," $5,995 "
" $849,000 "," $856,510 "," $7,510 "
" $77,500 "," $85,429 "," $7,929 "
" $259,900 "," $267,265 "," $7,365 "
" $1,198,000 "," $1,205,893 "," $7,893 "
" $499,000 "," $506,419 "," $7,419 "
" $246,100 "," $253,456 "," $7,356 "
" $222,950 "," $230,957 "," $8,007 "
" $212,900 "," $219,978 "," $7,078 "
" $799,950 "," $807,363 "," $7,413 "
" $799,950 "," $807,363 "," $7,413 "
" $799,000 "," $806,970 "," $7,970 "
" $519,900 "," $526,944 "," $7,044 "
" $385,900 "," $393,627 "," $7,727 "
" $275,000 "," $282,450 "," $7,450 "
" $330,000 "," $337,206 "," $7,206 "
" $295,000 "," $302,748 "," $7,748 "
" $135,000 "," $142,659 "," $7,659 "
" $1,175,000 "," $1,182,859 "," $7,859 "
" $539,000 "," $546,762 "," $7,762 "
" $235,000 "," $242,972 "," $7,972 "
" $1,200,000 "," $1,207,310 "," $7,310 "
" $850,000 "," $856,839 "," $6,839 "
" $624,000 "," $631,791 "," $7,791 "
" $524,000 "," $531,336 "," $7,336 "
" $440,000 "," $447,215 "," $7,215 "
" $429,900 "," $437,202 "," $7,302 "
" $354,900 "," $362,240 "," $7,340 "
" $2,599,000 "," $2,604,977 "," $5,977 "
" $1,595,000 "," $1,601,464 "," $6,464 "
" $1,175,000 "," $1,182,068 "," $7,068 "
" $205,000 "," $212,486 "," $7,486 "
" $410,000 "," $417,151 "," $7,151 "
" $350,000 "," $357,325 "," $7,325 "
" $205,000 "," $213,318 "," $8,318 "
" $199,900 "," $207,920 "," $8,020 "
" $184,900 "," $193,368 "," $8,468 "
" $79,900 "," $88,163 "," $8,263 "
" $2,975,000 "," $2,980,020 "," $5,020 "
" $1,799,000 "," $1,806,088 "," $7,088 "
" $1,175,000 "," $1,181,163 "," $6,163 "
" $429,000 "," $437,034 "," $8,034 "
" $235,000 "," $242,914 "," $7,914 "
" $1,259,000 "," $1,266,193 "," $7,193 "
" $439,000 "," $446,241 "," $7,241 "
" $430,000 "," $437,647 "," $7,647 "
" $405,000 "," $412,041 "," $7,041 "
" $7,450,000 "," $7,457,175 "," $7,175 "
" $5,995,000 "," $6,001,669 "," $6,669 "
" $3,950,000 "," $3,956,101 "," $6,101 "
" $1,995,000 "," $2,000,894 "," $5,894 "
" $1,100,000 "," $1,105,165 "," $5,165 "
" $899,500 "," $906,977 "," $7,477 "
" $845,000 "," $851,454 "," $6,454 "
" $699,000 "," $705,736 "," $6,736 "
" $530,000 "," $536,882 "," $6,882 "
" $449,000 "," $455,832 "," $6,832 "
" $78,500 "," $86,254 "," $7,754 "
" $7,900,000 "," $7,906,551 "," $6,551 "
" $965,000 "," $971,568 "," $6,568 "
" $929,000 "," $935,870 "," $6,870 "
" $775,000 "," $782,153 "," $7,153 "
" $590,888 "," $597,914 "," $7,026 "
" $479,000 "," $486,074 "," $7,074 "
" $469,000 "," $475,990 "," $6,990 "
" $365,000 "," $372,210 "," $7,210 "
" $314,500 "," $322,459 "," $7,959 "
" $299,900 "," $307,470 "," $7,570 "
" $249,000 "," $256,338 "," $7,338 "
" $899,000 "," $905,817 "," $6,817 "
" $699,000 "," $705,532 "," $6,532 "
" $665,000 "," $672,840 "," $7,840 "
" $649,000 "," $655,774 "," $6,774 "
" $599,999 "," $607,221 "," $7,222 "
" $370,000 "," $377,230 "," $7,230 "
" $229,500 "," $237,025 "," $7,525 "
" $169,900 "," $177,528 "," $7,628 "
" $589,995 "," $597,429 "," $7,434 "
" $1,400,000 "," $1,406,806 "," $6,806 "
" $3,595,000 "," $3,600,505 "," $5,505 "
" $1,650,000 "," $1,657,098 "," $7,098 "
" $1,100,000 "," $1,107,643 "," $7,643 "
" $7,200,000 "," $7,207,944 "," $7,944 "
" $475,000 "," $482,639 "," $7,639 "
" $330,000 "," $337,716 "," $7,716 "
" $1,649,000 "," $1,655,670 "," $6,670 "
" $1,550,000 "," $1,556,784 "," $6,784 "
" $650,000 "," $657,289 "," $7,289 "
" $489,000 "," $496,754 "," $7,754 "
" $199,900 "," $207,453 "," $7,553 "
" $1,059,000 "," $1,066,025 "," $7,025 "
" $799,900 "," $807,217 "," $7,317 "
" $465,000 "," $472,688 "," $7,688 "
" $465,000 "," $472,688 "," $7,688 "
" $465,000 "," $472,688 "," $7,688 "
" $465,000 "," $472,688 "," $7,688 "
" $450,000 "," $457,449 "," $7,449 "
" $330,000 "," $337,693 "," $7,693 "
" $284,999 "," $292,498 "," $7,499 "
" $157,900 "," $165,567 "," $7,667 "
" $1,550,000 "," $1,555,874 "," $5,874 "
" $925,000 "," $932,883 "," $7,883 "
" $925,000 "," $932,883 "," $7,883 "
" $782,000 "," $788,794 "," $6,794 "
" $700,000 "," $706,779 "," $6,779 "
" $595,000 "," $601,513 "," $6,513 "
" $425,490 "," $433,164 "," $7,674 "
" $413,490 "," $421,255 "," $7,765 "
" $390,490 "," $398,296 "," $7,806 "
" $1,295,000 "," $1,301,306 "," $6,306 "
" $1,295,000 "," $1,302,260 "," $7,260 "
" $294,900 "," $302,238 "," $7,338 "
" $187,500 "," $195,237 "," $7,737 "
" $140,000 "," $147,673 "," $7,673 "
" $899,000 "," $906,412 "," $7,412 "
" $899,000 "," $906,412 "," $7,412 "
" $340,000 "," $347,392 "," $7,392 "
" $199,900 "," $207,159 "," $7,259 "
" $189,000 "," $196,730 "," $7,730 "
" $1,595,000 "," $1,601,534 "," $6,534 "
" $169,000 "," $176,926 "," $7,926 "
" $308,000 "," $315,803 "," $7,803 "
" $279,000 "," $286,216 "," $7,216 "
" $259,900 "," $267,294 "," $7,394 "
" $179,500 "," $187,486 "," $7,986 "
" $529,888 "," $537,649 "," $7,761 "
" $419,900 "," $427,632 "," $7,732 "
" $2,388,000 "," $2,393,985 "," $5,985 "
" $1,299,000 "," $1,305,259 "," $6,259 "
" $299,900 "," $307,290 "," $7,390 "
" $295,000 "," $302,692 "," $7,692 "
" $20,900,000 "," $20,903,162 "," $3,162 "
" $1,295,000 "," $1,301,372 "," $6,372 "
" $1,038,000 "," $1,044,313 "," $6,313 "
" $799,000 "," $805,749 "," $6,749 "
" $525,000 "," $532,193 "," $7,193 "
" $149,000 "," $156,809 "," $7,809 "
" $209,000 "," $216,921 "," $7,921 "
" $215,000 "," $222,772 "," $7,772 "
" $1,200,000 "," $1,206,115 "," $6,115 "
" $789,950 "," $796,807 "," $6,857 "
" $370,000 "," $377,008 "," $7,008 "
" $209,999 "," $217,552 "," $7,553 "
" $119,500 "," $127,112 "," $7,612 "
" $12,500,000 "," $12,505,940 "," $5,940 "
" $5,999,999 "," $6,007,607 "," $7,608 "
" $5,495,000 "," $5,501,778 "," $6,778 "
" $4,995,000 "," $5,000,365 "," $5,365 "
" $4,588,000 "," $4,593,682 "," $5,682 "
" $1,995,000 "," $2,001,914 "," $6,914 "
" $1,195,000 "," $1,200,354 "," $5,354 "
" $850,000 "," $856,772 "," $6,772 "
" $495,000 "," $502,891 "," $7,891 "
" $450,000 "," $457,387 "," $7,387 "
" $429,900 "," $437,389 "," $7,489 "
" $299,000 "," $306,601 "," $7,601 "
" $195,000 "," $203,003 "," $8,003 "
" $160,000 "," $167,918 "," $7,918 "
" $619,900 "," $627,334 "," $7,434 "
" $1,197,000 "," $1,203,624 "," $6,624 "
" $199,000 "," $207,182 "," $8,182 "
" $639,900 "," $646,710 "," $6,810 "
" $699,000 "," $706,457 "," $7,457 "
" $380,000 "," $387,344 "," $7,344 "
" $13,750,000 "," $13,750,572 ", $572 
" $679,000 "," $686,286 "," $7,286 "
" $579,000 "," $586,335 "," $7,335 "
" $1,600,000 "," $1,606,427 "," $6,427 "
" $489,500 "," $497,127 "," $7,627 "
" $299,900 "," $307,599 "," $7,699 "
" $280,000 "," $287,325 "," $7,325 "
" $240,000 "," $247,945 "," $7,945 "
" $198,000 "," $205,930 "," $7,930 "
" $312,000 "," $319,823 "," $7,823 "
" $200,000 "," $208,106 "," $8,106 "
" $1,420,000 "," $1,426,180 "," $6,180 "
" $825,000 "," $832,123 "," $7,123 "
" $249,000 "," $256,508 "," $7,508 "
" $1,030,000 "," $1,037,620 "," $7,620 "
" $7,500,000 "," $7,502,789 "," $2,789 "
" $995,000 "," $1,002,025 "," $7,025 "
" $900,000 "," $906,940 "," $6,940 "
" $745,000 "," $751,725 "," $6,725 "
" $697,000 "," $704,221 "," $7,221 "
" $697,000 "," $704,221 "," $7,221 "
" $679,000 "," $686,026 "," $7,026 "
" $270,000 "," $277,479 "," $7,479 "
" $81,500,000 "," $81,504,893 "," $4,893 "
" $225,000 "," $232,676 "," $7,676 "
" $165,000 "," $172,694 "," $7,694 "
" $89,500 "," $97,423 "," $7,923 "
" $89,500 "," $97,423 "," $7,923 "
" $359,000 "," $366,142 "," $7,142 "
" $429,900 "," $437,150 "," $7,250 "
" $189,000 "," $196,669 "," $7,669 "
" $175,000 "," $182,669 "," $7,669 "
" $825,000 "," $831,403 "," $6,403 "
" $749,000 "," $756,658 "," $7,658 "
" $699,000 "," $705,528 "," $6,528 "
" $275,000 "," $282,446 "," $7,446 "
" $649,950 "," $657,016 "," $7,066 "
" $146,000 "," $153,688 "," $7,688 "
" $1,899,000 "," $1,906,770 "," $7,770 "
" $280,500 "," $288,515 "," $8,015 "
" $2,395,000 "," $2,401,784 "," $6,784 "
" $1,399,900 "," $1,406,248 "," $6,348 "
" $1,399,900 "," $1,406,248 "," $6,348 "
" $629,000 "," $635,975 "," $6,975 "
" $485,000 "," $492,679 "," $7,679 "
" $279,500 "," $287,066 "," $7,566 "
" $525,000 "," $532,344 "," $7,344 "
" $680,000 "," $686,698 "," $6,698 "
" $275,000 "," $282,668 "," $7,668 "
" $240,000 "," $247,429 "," $7,429 "
" $149,000 "," $156,579 "," $7,579 "
" $75,000 "," $82,766 "," $7,766 "
" $52,500 "," $60,366 "," $7,866 "
" $23,950,000 "," $23,955,067 "," $5,067 "
" $1,175,000 "," $1,181,281 "," $6,281 "
" $985,000 "," $991,503 "," $6,503 "
" $545,000 "," $552,355 "," $7,355 "
" $469,000 "," $476,824 "," $7,824 "
" $390,000 "," $397,351 "," $7,351 "
" $285,000 "," $292,272 "," $7,272 "
" $197,000 "," $204,809 "," $7,809 "
" $112,000 "," $119,827 "," $7,827 "
" $311,250 "," $318,701 "," $7,451 "
" $1,550,000 "," $1,557,825 "," $7,825 "
" $1,799,000 "," $1,805,339 "," $6,339 "
" $325,000 "," $332,111 "," $7,111 "
" $1,550,000 "," $1,557,160 "," $7,160 "
" $1,399,988 "," $1,406,123 "," $6,135 "
" $379,900 "," $387,549 "," $7,649 "
" $375,000 "," $382,797 "," $7,797 "
" $1,530,000 "," $1,536,350 "," $6,350 "
" $1,530,000 "," $1,536,350 "," $6,350 "
" $769,000 "," $776,574 "," $7,574 "
" $612,000 "," $619,182 "," $7,182 "
" $315,000 "," $322,233 "," $7,233 "
" $309,900 "," $317,133 "," $7,233 "
" $309,900 "," $317,630 "," $7,730 "
" $249,900 "," $257,484 "," $7,584 "
" $965,000 "," $972,731 "," $7,731 "
" $419,000 "," $426,625 "," $7,625 "
" $1,799,900 "," $1,805,536 "," $5,636 "
" $325,000 "," $332,470 "," $7,470 "
" $300,000 "," $307,896 "," $7,896 "
" $299,000 "," $306,421 "," $7,421 "
" $288,888 "," $296,517 "," $7,629 "
" $212,000 "," $219,612 "," $7,612 "
" $880,000 "," $887,655 "," $7,655 "
" $569,000 "," $576,376 "," $7,376 "
" $431,300 "," $438,495 "," $7,195 "
" $389,000 "," $396,363 "," $7,363 "
" $299,999 "," $307,751 "," $7,752 "
" $281,705 "," $289,178 "," $7,473 "
" $4,900,000 "," $4,904,898 "," $4,898 "
" $2,090,000 "," $2,096,772 "," $6,772 "
" $359,900 "," $367,658 "," $7,758 "
" $289,900 "," $297,357 "," $7,457 "
" $245,000 "," $253,094 "," $8,094 "
" $90,000 "," $98,294 "," $8,294 "
" $80,000 "," $87,729 "," $7,729 "
" $3,399,000 "," $3,405,459 "," $6,459 "
" $608,888 "," $616,436 "," $7,548 "
" $6,700,000 "," $6,706,306 "," $6,306 "
" $5,500,000 "," $5,506,652 "," $6,652 "
" $1,550,000 "," $1,556,980 "," $6,980 "
" $799,000 "," $806,009 "," $7,009 "
" $399,000 "," $406,370 "," $7,370 "
" $319,900 "," $327,605 "," $7,705 "
" $1,075,000 "," $1,081,996 "," $6,996 "
" $999,000 "," $1,006,439 "," $7,439 "
" $2,099,999 "," $2,104,070 "," $4,071 "
" $1,200,000 "," $1,206,573 "," $6,573 "
" $1,150,000 "," $1,156,910 "," $6,910 "
" $599,000 "," $607,094 "," $8,094 "
" $324,900 "," $332,883 "," $7,983 "
" $166,000 "," $173,941 "," $7,941 "
" $395,000 "," $402,075 "," $7,075 "
" $12,900,000 "," $12,906,194 "," $6,194 "
" $239,900 "," $246,582 "," $6,682 "
" $6,495,000 "," $6,498,848 "," $3,848 "
" $924,000 "," $931,104 "," $7,104 "
" $315,999 "," $323,676 "," $7,677 "
" $98,900 "," $106,702 "," $7,802 "
" $745,000 "," $752,186 "," $7,186 "
" $260,000 "," $267,731 "," $7,731 "
" $2,600,000 "," $2,606,508 "," $6,508 "
" $1,649,900 "," $1,656,659 "," $6,759 "
" $1,488,000 "," $1,494,325 "," $6,325 "
" $695,000 "," $702,770 "," $7,770 "
" $1,549,000 "," $1,555,373 "," $6,373 "
" $1,185,000 "," $1,191,899 "," $6,899 "
" $219,900 "," $227,540 "," $7,640 "
" $427,000 "," $433,627 "," $6,627 "
" $289,000 "," $297,041 "," $8,041 "
" $200,000 "," $208,043 "," $8,043 "
" $485,000 "," $492,257 "," $7,257 "
" $359,900 "," $367,015 "," $7,115 "
" $3,589,000 "," $3,596,000 "," $7,000 "
" $1,100,000 "," $1,107,966 "," $7,966 "
" $450,000 "," $456,887 "," $6,887 "
" $415,000 "," $422,110 "," $7,110 "
" $415,000 "," $422,110 "," $7,110 "
" $226,000 "," $233,799 "," $7,799 "
" $237,000 "," $244,588 "," $7,588 "
" $12,700,000 "," $12,707,237 "," $7,237 "
" $2,250,000 "," $2,256,824 "," $6,824 "
" $875,000 "," $882,197 "," $7,197 "
" $840,000 "," $847,504 "," $7,504 "
" $725,000 "," $732,864 "," $7,864 "
" $434,500 "," $441,584 "," $7,084 "
" $1,730,000 "," $1,737,490 "," $7,490 "
" $989,999 "," $997,291 "," $7,292 "
" $399,000 "," $405,622 "," $6,622 "
" $295,000 "," $302,801 "," $7,801 "
" $429,900 "," $437,402 "," $7,502 "
" $379,900 "," $387,331 "," $7,431 "
" $379,000 "," $386,989 "," $7,989 "
" $228,900 "," $236,624 "," $7,724 "
" $199,900 "," $207,542 "," $7,642 "
" $179,900 "," $187,416 "," $7,516 "
" $250,000 "," $257,563 "," $7,563 "
" $1,399,000 "," $1,405,813 "," $6,813 "
" $839,000 "," $846,842 "," $7,842 "
" $599,000 "," $606,535 "," $7,535 "
" $598,000 "," $604,850 "," $6,850 "
" $523,000 "," $529,851 "," $6,851 "
" $523,000 "," $529,851 "," $6,851 "
" $499,700 "," $506,531 "," $6,831 "
" $519,000 "," $526,826 "," $7,826 "
" $205,900 "," $213,542 "," $7,642 "
" $1,495,000 "," $1,501,330 "," $6,330 "
" $425,000 "," $432,331 "," $7,331 "
" $1,148,000 "," $1,154,312 "," $6,312 "
" $1,148,000 "," $1,154,312 "," $6,312 "
" $850,000 "," $857,069 "," $7,069 "
" $625,500 "," $633,022 "," $7,522 "
" $385,000 "," $392,982 "," $7,982 "
" $162,000 "," $170,011 "," $8,011 "
" $549,900 "," $557,039 "," $7,139 "
" $239,000 "," $246,803 "," $7,803 "
" $489,000 "," $496,523 "," $7,523 "
" $40,000,000 "," $40,004,627 "," $4,627 "
" $899,999 "," $906,319 "," $6,320 "
" $398,000 "," $405,061 "," $7,061 "
" $374,900 "," $381,912 "," $7,012 "
" $179,900 "," $187,619 "," $7,719 "
" $139,000 "," $146,904 "," $7,904 "
" $700,000 "," $707,699 "," $7,699 "
" $325,000 "," $332,213 "," $7,213 "
" $1,200,000 "," $1,208,030 "," $8,030 "
" $6,900,000 "," $6,907,060 "," $7,060 "
" $315,000 "," $322,876 "," $7,876 "
" $239,915 "," $247,904 "," $7,989 "
" $3,595,000 "," $3,602,715 "," $7,715 "
" $300,000 "," $307,610 "," $7,610 "
" $185,000 "," $192,889 "," $7,889 "
" $779,000 "," $786,256 "," $7,256 "
" $282,500 "," $290,599 "," $8,099 "
" $1,799,000 "," $1,805,455 "," $6,455 "
" $695,000 "," $701,990 "," $6,990 "
" $230,000 "," $237,102 "," $7,102 "
" $189,900 "," $197,520 "," $7,620 "
" $184,900 "," $192,603 "," $7,703 "
" $4,350,000 "," $4,357,438 "," $7,438 "
" $1,998,000 "," $2,004,149 "," $6,149 "
" $850,000 "," $856,898 "," $6,898 "
" $850,000 "," $856,898 "," $6,898 "
" $849,000 "," $855,929 "," $6,929 "
" $699,900 "," $707,204 "," $7,304 "
" $549,000 "," $556,189 "," $7,189 "
" $234,900 "," $242,785 "," $7,885 "
" $699,880 "," $707,306 "," $7,426 "
" $950,000 "," $957,904 "," $7,904 "
" $277,500 "," $284,821 "," $7,321 "
" $749,000 "," $755,687 "," $6,687 "
" $1,595,000 "," $1,600,872 "," $5,872 "
" $3,799,000 "," $3,805,223 "," $6,223 "
" $299,000 "," $306,070 "," $7,070 "
" $470,000 "," $477,784 "," $7,784 "
" $145,000 "," $152,686 "," $7,686 "
" $132,000 "," $139,860 "," $7,860 "
" $2,094,990 "," $2,100,550 "," $5,560 "
" $2,094,990 "," $2,100,551 "," $5,561 "
" $1,050,000 "," $1,056,814 "," $6,814 "
" $333,900 "," $341,752 "," $7,852 "
" $319,459 "," $327,410 "," $7,951 "
" $308,100 "," $316,092 "," $7,992 "
" $750,000 "," $757,444 "," $7,444 "
" $215,000 "," $222,871 "," $7,871 "
" $239,000 "," $246,709 "," $7,709 "
" $349,000 "," $356,623 "," $7,623 "
" $1,390,000 "," $1,396,546 "," $6,546 "
" $139,000 "," $146,728 "," $7,728 "
" $4,500,000 "," $4,507,090 "," $7,090 "
" $415,000 "," $421,624 "," $6,624 "
" $138,000 "," $145,619 "," $7,619 "
" $675,000 "," $682,573 "," $7,573 "
" $659,000 "," $665,956 "," $6,956 "
" $449,000 "," $456,565 "," $7,565 "
" $1,499,000 "," $1,506,187 "," $7,187 "
" $975,000 "," $980,993 "," $5,993 "
" $14,900,000 "," $14,906,324 "," $6,324 "
" $5,200,000 "," $5,204,934 "," $4,934 "
" $999,999 "," $1,006,318 "," $6,319 "
" $999,999 "," $1,006,318 "," $6,319 "
" $399,900 "," $407,658 "," $7,758 "
" $126,500 "," $134,506 "," $8,006 "
" $330,000 "," $337,862 "," $7,862 "
" $310,000 "," $317,326 "," $7,326 "
" $569,000 "," $576,680 "," $7,680 "
" $559,000 "," $566,564 "," $7,564 "
" $185,000 "," $192,788 "," $7,788 "
" $80,000 "," $88,065 "," $8,065 "
" $294,490 "," $301,887 "," $7,397 "
" $288,490 "," $295,887 "," $7,397 "
" $281,990 "," $289,387 "," $7,397 "
" $795,000 "," $802,288 "," $7,288 "
" $5,850,000 "," $5,854,978 "," $4,978 "
" $10,500,000 "," $10,504,986 "," $4,986 "
" $574,000 "," $580,316 "," $6,316 "
" $320,000 "," $327,458 "," $7,458 "
" $119,000 "," $126,985 "," $7,985 "
" $380,000 "," $387,744 "," $7,744 "
" $2,500,000 "," $2,505,545 "," $5,545 "
" $1,999,000 "," $2,005,945 "," $6,945 "
" $250,000 "," $257,578 "," $7,578 "
" $309,000 "," $316,893 "," $7,893 "
" $225,000 "," $232,442 "," $7,442 "
" $625,000 "," $631,524 "," $6,524 "
" $299,000 "," $306,669 "," $7,669 "
" $598,000 "," $605,449 "," $7,449 "
" $290,000 "," $297,149 "," $7,149 "
" $699,900 "," $706,969 "," $7,069 "
" $544,900 "," $552,326 "," $7,426 "
" $570,000 "," $577,499 "," $7,499 "
" $275,000 "," $282,535 "," $7,535 "
" $535,000 "," $542,234 "," $7,234 "
" $165,000 "," $172,785 "," $7,785 "
" $499,900 "," $507,051 "," $7,151 "
" $499,000 "," $506,953 "," $7,953 "
" $204,000 "," $211,683 "," $7,683 "
" $3,495,000 "," $3,501,437 "," $6,437 "
" $435,000 "," $442,729 "," $7,729 "
" $269,900 "," $277,528 "," $7,628 "
" $269,900 "," $277,528 "," $7,628 "
" $470,000 "," $477,819 "," $7,819 "
" $130,000 "," $137,752 "," $7,752 "
" $149,000 "," $156,906 "," $7,906 "
" $2,500,000 "," $2,506,931 "," $6,931 "
" $995,000 "," $1,001,213 "," $6,213 "
" $4,598,000 "," $4,604,498 "," $6,498 "
" $775,000 "," $782,387 "," $7,387 "
" $1,475,000 "," $1,483,124 "," $8,124 "
" $237,000 "," $244,529 "," $7,529 "
" $849,000 "," $856,684 "," $7,684 "
" $1,399,000 "," $1,406,169 "," $7,169 "
" $320,000 "," $327,675 "," $7,675 "
" $183,750 "," $191,360 "," $7,610 "
" $155,000 "," $162,868 "," $7,868 "
" $10,980,000 "," $10,983,027 "," $3,027 "
" $6,005,725 "," $6,008,341 "," $2,616 "
" $262,700 "," $270,353 "," $7,653 "
" $440,000 "," $447,775 "," $7,775 "
" $460,000 "," $467,336 "," $7,336 "
" $5,900,000 "," $5,904,773 "," $4,773 "
" $1,200,000 "," $1,207,572 "," $7,572 "
" $1,588,000 "," $1,594,507 "," $6,507 "
" $1,588,000 "," $1,594,507 "," $6,507 "
" $250,000 "," $257,903 "," $7,903 "
" $314,900 "," $322,661 "," $7,761 "
" $342,000 "," $349,748 "," $7,748 "
" $539,000 "," $546,298 "," $7,298 "
" $2,499,000 "," $2,503,302 "," $4,302 "
" $179,000 "," $185,965 "," $6,965 "
" $474,500 "," $481,885 "," $7,385 "
" $26,500,000 "," $26,505,547 "," $5,547 "
" $289,000 "," $296,204 "," $7,204 "
" $279,900 "," $287,449 "," $7,549 "
" $215,000 "," $222,868 "," $7,868 "
" $6,200,000 "," $6,205,795 "," $5,795 "
" $185,500 "," $193,035 "," $7,535 "
" $134,900 "," $142,728 "," $7,828 "
" $849,000 "," $855,982 "," $6,982 "
" $599,999 "," $607,498 "," $7,499 "
" $135,000 "," $142,956 "," $7,956 "
" $449,900 "," $457,320 "," $7,420 "
" $1,495,000 "," $1,501,461 "," $6,461 "
" $708,888 "," $716,878 "," $7,990 "
" $350,000 "," $357,505 "," $7,505 "
" $320,000 "," $327,580 "," $7,580 "
" $675,000 "," $682,362 "," $7,362 "
" $1,099,000 "," $1,105,467 "," $6,467 "
" $185,000 "," $193,189 "," $8,189 "
" $129,900 "," $137,715 "," $7,815 "
" $800,000 "," $806,934 "," $6,934 "
" $1,017,850 "," $1,025,370 "," $7,520 "
" $669,000 "," $676,656 "," $7,656 "
" $669,000 "," $676,656 "," $7,656 "
" $384,900 "," $392,370 "," $7,470 "
" $175,000 "," $183,039 "," $8,039 "
" $410,000 "," $417,769 "," $7,769 "
" $960,000 "," $967,614 "," $7,614 "
" $289,000 "," $296,639 "," $7,639 "
" $228,000 "," $235,703 "," $7,703 "
" $899,000 "," $905,147 "," $6,147 "
" $899,000 "," $905,147 "," $6,147 "
" $550,000 "," $557,332 "," $7,332 "
" $249,000 "," $256,724 "," $7,724 "
" $265,000 "," $272,437 "," $7,437 "
" $490,000 "," $496,774 "," $6,774 "
" $380,000 "," $387,627 "," $7,627 "
" $2,000,000 "," $2,006,961 "," $6,961 "
" $319,900 "," $327,941 "," $8,041 "
" $319,900 "," $327,941 "," $8,041 "
" $449,900 "," $456,876 "," $6,976 "
" $290,900 "," $298,570 "," $7,670 "
" $129,900 "," $137,579 "," $7,679 "
" $325,000 "," $332,894 "," $7,894 "
" $298,000 "," $305,642 "," $7,642 "
" $22,995,000 "," $22,999,552 "," $4,552 "
" $720,000 "," $728,005 "," $8,005 "
" $215,000 "," $222,887 "," $7,887 "
" $399,900 "," $407,497 "," $7,597 "
" $298,000 "," $305,841 "," $7,841 "
" $230,000 "," $237,535 "," $7,535 "
" $449,000 "," $456,344 "," $7,344 "
" $172,000 "," $180,158 "," $8,158 "
" $649,850 "," $657,699 "," $7,849 "
" $99,900 "," $107,998 "," $8,098 "
" $119,950 "," $127,599 "," $7,649 "
" $370,000 "," $377,860 "," $7,860 "
" $325,000 "," $332,672 "," $7,672 "
" $110,000 "," $117,649 "," $7,649 "
" $225,000 "," $233,035 "," $8,035 "
" $270,000 "," $277,642 "," $7,642 "
" $474,900 "," $482,357 "," $7,457 "
" $239,000 "," $246,777 "," $7,777 "
" $459,000 "," $466,090 "," $7,090 "
" $450,000 "," $454,889 "," $4,889 "
" $4,000,000 "," $4,006,360 "," $6,360 "
" $380,000 "," $387,356 "," $7,356 "
" $1,795,000 "," $1,802,038 "," $7,038 "
" $925,000 "," $932,493 "," $7,493 "
" $2,200,000 "," $2,205,421 "," $5,421 "
" $7,950,000 "," $7,955,612 "," $5,612 "
