Actual,Predicted,Deviation
" $385,000 "," $392,109 "," $7,109 "
" $380,000 "," $387,082 "," $7,082 "
" $379,900 "," $387,432 "," $7,532 "
" $425,000 "," $432,808 "," $7,808 "
" $397,000 "," $405,022 "," $8,022 "
" $375,000 "," $382,941 "," $7,941 "
" $329,900 "," $337,769 "," $7,869 "
" $285,000 "," $292,177 "," $7,177 "
" $280,000 "," $287,201 "," $7,201 "
" $259,000 "," $267,043 "," $8,043 "
" $230,000 "," $237,549 "," $7,549 "
" $140,000 "," $147,848 "," $7,848 "
" $90,000 "," $98,137 "," $8,137 "
" $1,995,000 "," $2,001,693 "," $6,693 "
" $1,550,000 "," $1,557,026 "," $7,026 "
" $1,499,000 "," $1,505,669 "," $6,669 "
" $1,100,000 "," $1,107,465 "," $7,465 "
" $898,000 "," $905,332 "," $7,332 "
" $749,950 "," $757,565 "," $7,615 "
" $749,000 "," $757,034 "," $8,034 "
" $625,000 "," $632,292 "," $7,292 "
" $619,950 "," $627,496 "," $7,546 "
" $599,000 "," $606,538 "," $7,538 "
" $595,000 "," $602,606 "," $7,606 "
" $574,888 "," $582,267 "," $7,379 "
" $555,500 "," $563,045 "," $7,545 "
" $549,500 "," $557,186 "," $7,686 "
" $545,000 "," $552,617 "," $7,617 "
" $515,000 "," $522,327 "," $7,327 "
" $515,000 "," $522,656 "," $7,656 "
" $494,999 "," $502,037 "," $7,038 "
" $489,000 "," $496,608 "," $7,608 "
" $450,000 "," $458,002 "," $8,002 "
" $449,500 "," $456,769 "," $7,269 "
" $449,000 "," $456,561 "," $7,561 "
" $444,000 "," $451,215 "," $7,215 "
" $420,000 "," $427,410 "," $7,410 "
" $419,900 "," $427,657 "," $7,757 "
" $409,900 "," $416,958 "," $7,058 "
" $409,900 "," $417,642 "," $7,742 "
" $1,660,000 "," $1,667,049 "," $7,049 "
" $1,598,000 "," $1,604,662 "," $6,662 "
" $1,545,000 "," $1,551,500 "," $6,500 "
" $1,539,000 "," $1,545,061 "," $6,061 "
" $1,519,000 "," $1,526,880 "," $7,880 "
" $1,480,000 "," $1,487,327 "," $7,327 "
" $1,039,000 "," $1,046,713 "," $7,713 "
" $969,000 "," $976,941 "," $7,941 "
" $850,000 "," $857,050 "," $7,050 "
" $850,000 "," $857,629 "," $7,629 "
" $849,000 "," $856,024 "," $7,024 "
" $839,000 "," $846,482 "," $7,482 "
" $792,800 "," $799,955 "," $7,155 "
" $750,000 "," $757,622 "," $7,622 "
" $739,999 "," $747,579 "," $7,580 "
" $719,000 "," $726,378 "," $7,378 "
" $679,000 "," $686,313 "," $7,313 "
" $660,000 "," $667,212 "," $7,212 "
" $1,878,000 "," $1,884,477 "," $6,477 "
" $1,878,000 "," $1,884,477 "," $6,477 "
" $1,858,000 "," $1,864,481 "," $6,481 "
" $1,788,888 "," $1,795,025 "," $6,137 "
" $1,725,000 "," $1,732,339 "," $7,339 "
" $1,699,000 "," $1,705,919 "," $6,919 "
" $1,595,000 "," $1,601,995 "," $6,995 "
" $1,499,000 "," $1,505,800 "," $6,800 "
" $1,499,000 "," $1,505,800 "," $6,800 "
" $1,395,000 "," $1,401,999 "," $6,999 "
" $1,379,000 "," $1,385,638 "," $6,638 "
" $1,299,999 "," $1,307,031 "," $7,032 "
" $1,279,000 "," $1,286,143 "," $7,143 "
" $1,249,900 "," $1,256,346 "," $6,446 "
" $1,249,900 "," $1,256,867 "," $6,967 "
" $1,249,900 "," $1,256,867 "," $6,967 "
" $1,249,000 "," $1,255,548 "," $6,548 "
" $1,249,000 "," $1,255,548 "," $6,548 "
" $1,200,000 "," $1,207,557 "," $7,557 "
" $624,888 "," $632,017 "," $7,129 "
" $615,000 "," $621,676 "," $6,676 "
" $614,900 "," $622,082 "," $7,182 "
" $599,900 "," $607,120 "," $7,220 "
" $599,900 "," $607,532 "," $7,632 "
" $599,900 "," $607,532 "," $7,632 "
" $599,000 "," $605,877 "," $6,877 "
" $599,000 "," $606,445 "," $7,445 "
" $585,000 "," $592,253 "," $7,253 "
" $579,000 "," $586,758 "," $7,758 "
" $575,000 "," $582,655 "," $7,655 "
" $574,900 "," $582,487 "," $7,587 "
" $569,000 "," $575,941 "," $6,941 "
" $565,000 "," $572,448 "," $7,448 "
" $565,000 "," $572,699 "," $7,699 "
" $562,675 "," $570,084 "," $7,409 "
" $560,000 "," $567,418 "," $7,418 "
" $560,000 "," $567,418 "," $7,418 "
" $560,000 "," $567,874 "," $7,874 "
" $558,000 "," $565,347 "," $7,347 "
" $329,000 "," $335,885 "," $6,885 "
" $329,000 "," $336,315 "," $7,315 "
" $329,000 "," $336,665 "," $7,665 "
" $325,000 "," $332,176 "," $7,176 "
" $325,000 "," $332,433 "," $7,433 "
" $325,000 "," $332,802 "," $7,802 "
" $325,000 "," $332,826 "," $7,826 "
" $320,000 "," $327,660 "," $7,660 "
" $319,900 "," $327,620 "," $7,720 "
" $319,500 "," $327,162 "," $7,662 "
" $319,000 "," $326,517 "," $7,517 "
" $319,000 "," $326,485 "," $7,485 "
" $318,000 "," $325,367 "," $7,367 "
" $309,900 "," $317,161 "," $7,261 "
" $309,900 "," $317,379 "," $7,479 "
" $305,000 "," $312,410 "," $7,410 "
" $299,998 "," $307,581 "," $7,583 "
" $299,000 "," $306,992 "," $7,992 "
" $294,400 "," $301,855 "," $7,455 "
" $359,900 "," $367,211 "," $7,311 "
" $359,000 "," $366,405 "," $7,405 "
" $355,000 "," $362,898 "," $7,898 "
" $328,800 "," $336,323 "," $7,523 "
" $327,000 "," $334,371 "," $7,371 "
" $324,000 "," $331,480 "," $7,480 "
" $299,500 "," $307,431 "," $7,931 "
" $286,450 "," $294,049 "," $7,599 "
" $285,000 "," $292,707 "," $7,707 "
" $255,000 "," $262,699 "," $7,699 "
" $200,000 "," $207,652 "," $7,652 "
" $195,000 "," $202,732 "," $7,732 "
" $175,000 "," $182,623 "," $7,623 "
" $8,995,000 "," $9,001,231 "," $6,231 "
" $5,995,000 "," $6,001,832 "," $6,832 "
" $5,750,000 "," $5,755,431 "," $5,431 "
" $13,588,000 "," $13,591,945 "," $3,945 "
" $12,999,000 "," $13,001,557 "," $2,557 "
" $10,800,000 "," $10,804,411 "," $4,411 "
" $8,995,000 "," $9,001,231 "," $6,231 "
" $7,995,000 "," $7,999,297 "," $4,297 "
" $4,995,000 "," $5,001,432 "," $6,432 "
" $4,500,000 "," $4,507,093 "," $7,093 "
" $4,195,000 "," $4,201,408 "," $6,408 "
" $3,695,000 "," $3,701,377 "," $6,377 "
" $3,690,000 "," $3,697,057 "," $7,057 "
" $3,300,000 "," $3,307,887 "," $7,887 "
" $3,300,000 "," $3,307,887 "," $7,887 "
" $3,225,000 "," $3,231,727 "," $6,727 "
" $2,999,000 "," $3,006,004 "," $7,004 "
" $2,995,000 "," $3,002,150 "," $7,150 "
" $2,995,000 "," $3,002,696 "," $7,696 "
" $2,680,000 "," $2,686,470 "," $6,470 "
" $2,599,900 "," $2,606,585 "," $6,685 "
" $2,380,000 "," $2,386,940 "," $6,940 "
" $689,000 "," $696,617 "," $7,617 "
" $679,900 "," $687,264 "," $7,364 "
" $679,000 "," $686,139 "," $7,139 "
" $675,000 "," $682,254 "," $7,254 "
" $675,000 "," $682,348 "," $7,348 "
" $675,000 "," $682,491 "," $7,491 "
" $669,000 "," $676,545 "," $7,545 "
" $660,000 "," $667,409 "," $7,409 "
" $660,000 "," $667,383 "," $7,383 "
" $659,900 "," $666,634 "," $6,734 "
" $659,000 "," $666,779 "," $7,779 "
" $650,000 "," $657,804 "," $7,804 "
" $640,000 "," $646,816 "," $6,816 "
" $640,000 "," $646,816 "," $6,816 "
" $639,900 "," $647,472 "," $7,572 "
" $639,900 "," $647,472 "," $7,572 "
" $639,000 "," $646,583 "," $7,583 "
" $638,000 "," $645,530 "," $7,530 "
" $634,000 "," $641,826 "," $7,826 "
" $634,000 "," $641,826 "," $7,826 "
" $369,900 "," $376,522 "," $6,622 "
" $369,000 "," $376,536 "," $7,536 "
" $365,000 "," $372,367 "," $7,367 "
" $360,000 "," $367,373 "," $7,373 "
" $360,000 "," $367,482 "," $7,482 "
" $359,900 "," $367,303 "," $7,403 "
" $350,000 "," $357,254 "," $7,254 "
" $350,000 "," $357,254 "," $7,254 "
" $350,000 "," $357,756 "," $7,756 "
" $349,950 "," $357,496 "," $7,546 "
" $349,900 "," $357,411 "," $7,511 "
" $349,900 "," $357,384 "," $7,484 "
" $349,900 "," $357,465 "," $7,565 "
" $349,900 "," $358,127 "," $8,227 "
" $349,000 "," $356,457 "," $7,457 "
" $349,000 "," $356,457 "," $7,457 "
" $349,000 "," $356,854 "," $7,854 "
" $348,500 "," $356,215 "," $7,715 "
" $348,000 "," $355,771 "," $7,771 "
" $348,000 "," $355,771 "," $7,771 "
" $69,900 "," $77,580 "," $7,680 "
" $69,900 "," $77,772 "," $7,872 "
" $1,400,000 "," $1,406,378 "," $6,378 "
" $798,988 "," $806,521 "," $7,533 "
" $699,900 "," $706,814 "," $6,914 "
" $699,900 "," $706,814 "," $6,914 "
" $699,900 "," $706,814 "," $6,914 "
" $699,900 "," $706,814 "," $6,914 "
" $649,000 "," $656,367 "," $7,367 "
" $585,000 "," $592,277 "," $7,277 "
" $579,900 "," $586,750 "," $6,850 "
" $575,000 "," $582,486 "," $7,486 "
" $565,000 "," $572,247 "," $7,247 "
" $559,900 "," $567,452 "," $7,552 "
" $544,000 "," $551,517 "," $7,517 "
" $540,000 "," $547,695 "," $7,695 "
" $520,000 "," $527,728 "," $7,728 "
" $480,000 "," $487,467 "," $7,467 "
" $474,721 "," $482,313 "," $7,592 "
" $988,000 "," $995,112 "," $7,112 "
" $988,000 "," $995,112 "," $7,112 "
" $985,000 "," $992,139 "," $7,139 "
" $985,000 "," $992,139 "," $7,139 "
" $955,000 "," $961,518 "," $6,518 "
" $955,000 "," $961,518 "," $6,518 "
" $955,000 "," $961,518 "," $6,518 "
" $899,900 "," $907,116 "," $7,216 "
" $889,000 "," $896,508 "," $7,508 "
" $869,000 "," $875,899 "," $6,899 "
" $869,000 "," $876,043 "," $7,043 "
" $850,000 "," $857,409 "," $7,409 "
" $799,999 "," $807,303 "," $7,304 "
" $799,999 "," $807,303 "," $7,304 "
" $799,990 "," $807,242 "," $7,252 "
" $799,946 "," $807,670 "," $7,724 "
" $799,000 "," $805,897 "," $6,897 "
" $799,000 "," $806,455 "," $7,455 "
" $779,900 "," $786,155 "," $6,255 "
" $769,900 "," $777,038 "," $7,138 "
" $210,000 "," $217,747 "," $7,747 "
" $199,000 "," $207,179 "," $8,179 "
" $189,900 "," $197,795 "," $7,895 "
" $179,000 "," $186,442 "," $7,442 "
" $165,000 "," $172,666 "," $7,666 "
" $150,000 "," $157,764 "," $7,764 "
" $135,000 "," $143,088 "," $8,088 "
" $100,000 "," $106,748 "," $6,748 "
" $79,900 "," $87,779 "," $7,879 "
" $42,900 "," $50,876 "," $7,976 "
" $660,000 "," $667,695 "," $7,695 "
" $4,199,000 "," $4,204,912 "," $5,912 "
" $3,495,000 "," $3,501,250 "," $6,250 "
" $3,395,000 "," $3,402,306 "," $7,306 "
" $3,148,888 "," $3,154,348 "," $5,460 "
" $2,499,000 "," $2,505,678 "," $6,678 "
" $2,450,000 "," $2,455,450 "," $5,450 "
" $2,182,900 "," $2,189,250 "," $6,350 "
" $1,900,000 "," $1,907,627 "," $7,627 "
" $1,888,000 "," $1,895,147 "," $7,147 "
" $1,699,950 "," $1,706,481 "," $6,531 "
" $1,680,000 "," $1,686,661 "," $6,661 "
" $1,650,000 "," $1,656,840 "," $6,840 "
" $1,630,000 "," $1,637,214 "," $7,214 "
" $1,600,000 "," $1,606,259 "," $6,259 "
" $1,600,000 "," $1,606,947 "," $6,947 "
" $1,495,000 "," $1,501,522 "," $6,522 "
" $1,475,000 "," $1,482,143 "," $7,143 "
" $1,249,999 "," $1,256,708 "," $6,709 "
" $1,210,000 "," $1,216,639 "," $6,639 "
" $399,000 "," $406,190 "," $7,190 "
" $396,000 "," $403,300 "," $7,300 "
" $394,900 "," $402,004 "," $7,104 "
" $391,145 "," $398,487 "," $7,342 "
" $389,000 "," $396,347 "," $7,347 "
" $379,900 "," $387,094 "," $7,194 "
" $379,900 "," $387,129 "," $7,229 "
" $359,990 "," $367,452 "," $7,462 "
" $359,000 "," $366,853 "," $7,853 "
" $355,000 "," $362,348 "," $7,348 "
" $355,000 "," $362,522 "," $7,522 "
" $350,000 "," $357,447 "," $7,447 "
" $350,000 "," $357,456 "," $7,456 "
" $350,000 "," $358,117 "," $8,117 "
" $349,900 "," $357,201 "," $7,301 "
" $349,890 "," $357,112 "," $7,222 "
" $348,320 "," $355,594 "," $7,274 "
" $345,000 "," $352,652 "," $7,652 "
" $335,000 "," $342,672 "," $7,672 "
" $450,000 "," $456,594 "," $6,594 "
" $449,999 "," $457,530 "," $7,531 "
" $434,000 "," $441,658 "," $7,658 "
" $425,000 "," $432,803 "," $7,803 "
" $389,900 "," $397,260 "," $7,360 "
" $387,700 "," $394,838 "," $7,138 "
" $379,900 "," $387,061 "," $7,161 "
" $369,900 "," $377,180 "," $7,280 "
" $360,000 "," $367,550 "," $7,550 "
" $359,900 "," $367,655 "," $7,755 "
" $349,000 "," $356,900 "," $7,900 "
" $345,500 "," $353,069 "," $7,569 "
" $344,000 "," $351,737 "," $7,737 "
" $317,000 "," $324,715 "," $7,715 "
" $314,900 "," $322,837 "," $7,937 "
" $304,900 "," $312,243 "," $7,343 "
" $299,999 "," $307,786 "," $7,787 "
" $398,000 "," $405,421 "," $7,421 "
" $389,000 "," $396,083 "," $7,083 "
" $379,500 "," $386,793 "," $7,293 "
" $375,000 "," $382,857 "," $7,857 "
" $369,900 "," $377,261 "," $7,361 "
" $349,900 "," $357,652 "," $7,752 "
" $347,000 "," $353,794 "," $6,794 "
" $339,900 "," $347,278 "," $7,378 "
" $339,900 "," $347,510 "," $7,610 "
" $329,500 "," $337,308 "," $7,808 "
" $325,000 "," $333,172 "," $8,172 "
" $310,000 "," $317,733 "," $7,733 "
" $299,000 "," $306,496 "," $7,496 "
" $299,000 "," $307,015 "," $8,015 "
" $283,750 "," $291,443 "," $7,693 "
" $279,000 "," $287,086 "," $8,086 "
" $269,900 "," $277,625 "," $7,725 "
" $260,000 "," $267,649 "," $7,649 "
" $259,000 "," $266,896 "," $7,896 "
" $244,900 "," $252,540 "," $7,640 "
" $959,000 "," $966,598 "," $7,598 "
" $950,000 "," $956,491 "," $6,491 "
" $950,000 "," $957,660 "," $7,660 "
" $949,500 "," $955,705 "," $6,205 "
" $949,000 "," $956,039 "," $7,039 "
" $920,000 "," $926,854 "," $6,854 "
" $899,950 "," $907,050 "," $7,100 "
" $898,900 "," $906,125 "," $7,225 "
" $898,000 "," $905,159 "," $7,159 "
" $889,888 "," $897,031 "," $7,143 "
" $878,800 "," $885,845 "," $7,045 "
" $874,900 "," $882,203 "," $7,303 "
" $869,000 "," $875,976 "," $6,976 "
" $868,000 "," $874,656 "," $6,656 "
" $859,000 "," $866,230 "," $7,230 "
" $859,000 "," $866,276 "," $7,276 "
" $858,000 "," $865,541 "," $7,541 "
" $849,800 "," $857,051 "," $7,251 "
" $849,000 "," $856,703 "," $7,703 "
" $829,000 "," $836,060 "," $7,060 "
" $589,900 "," $597,086 "," $7,186 "
" $588,000 "," $595,146 "," $7,146 "
" $588,000 "," $595,686 "," $7,686 "
" $588,000 "," $595,686 "," $7,686 "
" $585,000 "," $592,349 "," $7,349 "
" $579,900 "," $587,441 "," $7,541 "
" $578,900 "," $586,252 "," $7,352 "
" $575,000 "," $582,491 "," $7,491 "
" $565,000 "," $572,877 "," $7,877 "
" $564,900 "," $572,215 "," $7,315 "
" $559,999 "," $566,797 "," $6,798 "
" $550,000 "," $557,225 "," $7,225 "
" $550,000 "," $557,636 "," $7,636 "
" $550,000 "," $557,578 "," $7,578 "
" $549,950 "," $557,529 "," $7,579 "
" $549,900 "," $556,619 "," $6,719 "
" $549,000 "," $556,413 "," $7,413 "
" $545,000 "," $552,258 "," $7,258 "
" $542,000 "," $549,497 "," $7,497 "
" $539,950 "," $547,792 "," $7,842 "
" $329,900 "," $336,967 "," $7,067 "
" $329,900 "," $337,748 "," $7,848 "
" $329,000 "," $336,563 "," $7,563 "
" $324,900 "," $332,476 "," $7,576 "
" $319,900 "," $327,278 "," $7,378 "
" $319,000 "," $326,730 "," $7,730 "
" $314,900 "," $322,486 "," $7,586 "
" $309,999 "," $317,665 "," $7,666 "
" $309,000 "," $316,296 "," $7,296 "
" $308,000 "," $315,559 "," $7,559 "
" $307,000 "," $314,304 "," $7,304 "
" $305,000 "," $312,183 "," $7,183 "
" $305,000 "," $312,674 "," $7,674 "
" $300,000 "," $307,469 "," $7,469 "
" $299,999 "," $307,672 "," $7,673 "
" $299,900 "," $307,140 "," $7,240 "
" $299,900 "," $307,331 "," $7,431 "
" $298,000 "," $305,763 "," $7,763 "
" $295,000 "," $302,862 "," $7,862 "
" $519,000 "," $526,854 "," $7,854 "
" $512,900 "," $520,670 "," $7,770 "
" $479,999 "," $487,782 "," $7,783 "
" $474,900 "," $482,135 "," $7,235 "
" $465,000 "," $472,687 "," $7,687 "
" $459,999 "," $467,418 "," $7,419 "
" $459,900 "," $467,436 "," $7,536 "
" $409,900 "," $417,171 "," $7,271 "
" $399,999 "," $407,704 "," $7,705 "
" $399,999 "," $407,624 "," $7,625 "
" $389,900 "," $397,335 "," $7,435 "
" $385,000 "," $392,598 "," $7,598 "
" $379,000 "," $386,981 "," $7,981 "
" $369,000 "," $376,569 "," $7,569 "
" $364,900 "," $372,149 "," $7,249 "
" $359,950 "," $367,790 "," $7,840 "
" $359,900 "," $367,700 "," $7,800 "
" $339,900 "," $347,529 "," $7,629 "
" $335,000 "," $342,417 "," $7,417 "
" $465,000 "," $472,233 "," $7,233 "
" $464,999 "," $472,457 "," $7,458 "
" $459,000 "," $466,861 "," $7,861 "
" $459,000 "," $467,109 "," $8,109 "
" $450,000 "," $457,540 "," $7,540 "
" $444,500 "," $452,210 "," $7,710 "
" $429,900 "," $437,692 "," $7,792 "
" $429,000 "," $436,205 "," $7,205 "
" $425,000 "," $432,753 "," $7,753 "
" $399,900 "," $407,873 "," $7,973 "
" $395,000 "," $402,688 "," $7,688 "
" $389,800 "," $397,481 "," $7,681 "
" $382,500 "," $390,248 "," $7,748 "
" $379,000 "," $386,254 "," $7,254 "
" $375,500 "," $382,669 "," $7,169 "
" $369,900 "," $377,024 "," $7,124 "
" $369,000 "," $376,767 "," $7,767 "
" $369,000 "," $377,021 "," $8,021 "
" $1,395,990 "," $1,402,923 "," $6,933 "
" $1,385,000 "," $1,391,944 "," $6,944 "
" $1,375,000 "," $1,381,950 "," $6,950 "
" $1,350,000 "," $1,356,787 "," $6,787 "
" $1,345,000 "," $1,351,257 "," $6,257 "
" $1,338,000 "," $1,344,595 "," $6,595 "
" $1,315,000 "," $1,322,054 "," $7,054 "
" $1,300,000 "," $1,306,741 "," $6,741 "
" $1,300,000 "," $1,306,741 "," $6,741 "
" $1,299,900 "," $1,306,313 "," $6,413 "
" $1,285,000 "," $1,292,007 "," $7,007 "
" $1,255,000 "," $1,262,196 "," $7,196 "
" $1,250,000 "," $1,257,195 "," $7,195 "
" $1,214,990 "," $1,222,287 "," $7,297 "
" $1,199,999 "," $1,207,241 "," $7,242 "
" $1,198,000 "," $1,205,090 "," $7,090 "
" $1,195,000 "," $1,201,111 "," $6,111 "
" $1,195,000 "," $1,202,500 "," $7,500 "
" $1,190,000 "," $1,197,220 "," $7,220 "
" $1,174,900 "," $1,181,225 "," $6,325 "
" $699,000 "," $706,072 "," $7,072 "
" $699,000 "," $706,281 "," $7,281 "
" $699,000 "," $706,210 "," $7,210 "
" $699,000 "," $706,375 "," $7,375 "
" $699,000 "," $706,646 "," $7,646 "
" $699,000 "," $706,572 "," $7,572 "
" $699,000 "," $706,572 "," $7,572 "
" $694,999 "," $702,260 "," $7,261 "
" $689,000 "," $696,148 "," $7,148 "
" $688,000 "," $695,964 "," $7,964 "
" $684,900 "," $692,088 "," $7,188 "
" $684,900 "," $692,491 "," $7,591 "
" $680,000 "," $687,263 "," $7,263 "
" $679,900 "," $686,942 "," $7,042 "
" $679,900 "," $687,392 "," $7,492 "
" $675,000 "," $682,772 "," $7,772 "
" $669,000 "," $676,317 "," $7,317 "
" $669,000 "," $676,921 "," $7,921 "
" $660,000 "," $667,435 "," $7,435 "
" $659,000 "," $666,173 "," $7,173 "
" $444,900 "," $452,115 "," $7,215 "
" $441,400 "," $448,734 "," $7,334 "
" $439,880 "," $446,601 "," $6,721 "
" $439,000 "," $445,922 "," $6,922 "
" $439,000 "," $446,547 "," $7,547 "
" $436,500 "," $443,994 "," $7,494 "
" $436,500 "," $443,994 "," $7,494 "
" $430,000 "," $437,425 "," $7,425 "
" $429,000 "," $436,205 "," $7,205 "
" $425,000 "," $431,887 "," $6,887 "
" $425,000 "," $432,461 "," $7,461 "
" $425,000 "," $432,874 "," $7,874 "
" $424,900 "," $432,481 "," $7,581 "
" $424,900 "," $432,647 "," $7,747 "
" $420,000 "," $426,838 "," $6,838 "
" $415,000 "," $422,410 "," $7,410 "
" $415,000 "," $422,725 "," $7,725 "
" $410,999 "," $418,394 "," $7,395 "
" $410,000 "," $417,337 "," $7,337 "
" $399,999 "," $407,773 "," $7,774 "
" $229,000 "," $236,703 "," $7,703 "
" $225,000 "," $232,457 "," $7,457 "
" $224,900 "," $232,752 "," $7,852 "
" $209,950 "," $217,646 "," $7,696 "
" $189,000 "," $196,936 "," $7,936 "
" $180,000 "," $187,663 "," $7,663 "
" $163,000 "," $170,757 "," $7,757 "
" $162,900 "," $170,868 "," $7,968 "
" $162,500 "," $170,382 "," $7,882 "
" $154,000 "," $161,763 "," $7,763 "
" $139,900 "," $147,532 "," $7,632 "
" $139,900 "," $147,687 "," $7,787 "
" $129,900 "," $137,800 "," $7,900 "
" $89,500 "," $97,481 "," $7,981 "
" $74,900 "," $82,567 "," $7,667 "
" $69,900 "," $78,014 "," $8,114 "
" $849,000 "," $856,238 "," $7,238 "
" $812,000 "," $819,025 "," $7,025 "
" $799,000 "," $806,525 "," $7,525 "
" $765,000 "," $772,226 "," $7,226 "
" $729,900 "," $736,954 "," $7,054 "
" $728,800 "," $736,070 "," $7,270 "
" $725,000 "," $732,209 "," $7,209 "
" $724,999 "," $732,779 "," $7,780 "
" $724,999 "," $732,779 "," $7,780 "
" $699,900 "," $707,015 "," $7,115 "
" $698,000 "," $706,023 "," $8,023 "
" $695,000 "," $702,509 "," $7,509 "
" $679,900 "," $687,205 "," $7,305 "
" $669,999 "," $677,528 "," $7,529 "
" $669,000 "," $676,821 "," $7,821 "
" $634,000 "," $641,458 "," $7,458 "
" $629,000 "," $636,901 "," $7,901 "
" $629,000 "," $637,059 "," $8,059 "
" $625,000 "," $632,633 "," $7,633 "
" $1,399,000 "," $1,406,048 "," $7,048 "
" $1,398,800 "," $1,405,034 "," $6,234 "
" $1,395,000 "," $1,402,242 "," $7,242 "
" $1,390,000 "," $1,396,850 "," $6,850 "
" $1,350,000 "," $1,357,126 "," $7,126 "
" $1,350,000 "," $1,357,760 "," $7,760 "
" $1,299,000 "," $1,305,208 "," $6,208 "
" $1,290,000 "," $1,296,692 "," $6,692 "
" $1,269,000 "," $1,275,650 "," $6,650 "
" $1,260,000 "," $1,266,998 "," $6,998 "
" $1,249,500 "," $1,256,439 "," $6,939 "
" $1,249,500 "," $1,256,439 "," $6,939 "
" $1,239,000 "," $1,246,070 "," $7,070 "
" $1,199,999 "," $1,207,303 "," $7,304 "
" $1,199,850 "," $1,207,081 "," $7,231 "
" $1,199,000 "," $1,205,772 "," $6,772 "
" $1,199,000 "," $1,206,246 "," $7,246 "
" $1,175,000 "," $1,182,026 "," $7,026 "
" $1,175,000 "," $1,182,026 "," $7,026 "
" $1,159,000 "," $1,165,971 "," $6,971 "
" $720,000 "," $727,443 "," $7,443 "
" $719,900 "," $727,044 "," $7,144 "
" $710,000 "," $716,624 "," $6,624 "
" $699,900 "," $706,632 "," $6,732 "
" $699,900 "," $707,099 "," $7,199 "
" $699,800 "," $707,315 "," $7,515 "
" $699,000 "," $706,438 "," $7,438 "
" $699,000 "," $706,310 "," $7,310 "
" $699,000 "," $706,521 "," $7,521 "
" $698,000 "," $705,051 "," $7,051 "
" $698,000 "," $705,749 "," $7,749 "
" $695,000 "," $702,337 "," $7,337 "
" $694,999 "," $702,380 "," $7,381 "
" $689,000 "," $696,592 "," $7,592 "
" $685,000 "," $692,198 "," $7,198 "
" $674,950 "," $682,779 "," $7,829 "
" $669,000 "," $676,069 "," $7,069 "
" $669,000 "," $676,506 "," $7,506 "
" $669,000 "," $676,539 "," $7,539 "
" $450,000 "," $457,609 "," $7,609 "
" $449,000 "," $456,639 "," $7,639 "
" $449,000 "," $456,527 "," $7,527 "
" $448,800 "," $456,389 "," $7,589 "
" $445,000 "," $452,424 "," $7,424 "
" $445,000 "," $452,904 "," $7,904 "
" $442,500 "," $449,919 "," $7,419 "
" $439,950 "," $446,778 "," $6,828 "
" $435,000 "," $442,366 "," $7,366 "
" $429,995 "," $437,662 "," $7,667 "
" $429,995 "," $437,662 "," $7,667 "
" $429,900 "," $437,276 "," $7,376 "
" $425,000 "," $432,110 "," $7,110 "
" $425,000 "," $432,199 "," $7,199 "
" $425,000 "," $432,365 "," $7,365 "
" $425,000 "," $432,902 "," $7,902 "
" $422,000 "," $429,671 "," $7,671 "
" $418,000 "," $425,346 "," $7,346 "
" $399,900 "," $407,213 "," $7,313 "
" $399,000 "," $406,630 "," $7,630 "
" $1,319,000 "," $1,326,006 "," $7,006 "
" $1,079,000 "," $1,086,717 "," $7,717 "
" $899,000 "," $906,763 "," $7,763 "
" $874,500 "," $881,799 "," $7,299 "
" $789,000 "," $796,622 "," $7,622 "
" $775,000 "," $782,201 "," $7,201 "
" $699,000 "," $706,519 "," $7,519 "
" $690,000 "," $697,705 "," $7,705 "
" $675,000 "," $682,674 "," $7,674 "
" $650,000 "," $657,312 "," $7,312 "
" $585,000 "," $592,770 "," $7,770 "
" $569,000 "," $576,646 "," $7,646 "
" $539,900 "," $547,517 "," $7,617 "
